ID;name;catalognumber;cena brutto;ID regula podatkowa;ID kategorii;inInventory;picture;description;attributes
143;Lampa stołowa TECHNO 631035301 -MW;631035301;277.25;1;LAMPY BIURKOWE LED;10;https://polskielampy.pl/images//MW/2019/mini/450px_631035301.jpg;Lampa stołowa TECHNO 631035301 -MW;Wysokość:46 cm,Szerokość:16,5 cm,Materiał:Metal,Kolor:Czarny,Trzonek:Moduł LED,Moc żarówki:3W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Nie,Źródło światła w komplecie:Tak,Klasa szczelności:IP20
144;Lampa stołowa TECHNO 631035701 -MW;631035701;521.12;1;LAMPY BIURKOWE LED;10;https://polskielampy.pl/images//MW/2019/mini/450px_631035701.jpg;Lampa stołowa TECHNO 631035701 -MW;Wysokość:58 cm,Szerokość:17 cm,Materiał:Metal,Kolor:Niebieski,Trzonek:Moduł LED,Moc żarówki:10W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Nie,Źródło światła w komplecie:Tak,Klasa szczelności:IP20
145;Lampa stołowa U8  CZARNA/BLACK - Zuma Line;003064-014360;152.1;1;LAMPY BIURKOWE LED;10;https://polskielampy.pl/images/!!!!!!!ZUMAA/2020/mini/450px_003064-014360.jpg;Lampa stołowa U8  CZARNA/BLACK - Zuma Line;Wysokość:55 cm,Szerokość:12 cm,Materiał:Tworzywo sztuczne,Kolor:,Trzonek:Moduł LED,Moc żarówki:,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Nie,Źródło światła w komplecie:Tak,Klasa szczelności:IP20
146;Lampa biurkowa  LOZANNA ZŁOTA T0042 - MaxLight;T0042/Maxlight;1838.4;1;LAMPY BIURKOWE LED;10;https://polskielampy.pl/images/MAXLIGHT2017/2021/mini/450px_T0042.jpg;Lampa biurkowa  LOZANNA ZŁOTA T0042 - MaxLight;Wysokość:55 cm,Szerokość:30 cm,Materiał:Metal,Kolor:Złoty,Trzonek:,Moc żarówki:14W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Nie,Źródło światła w komplecie:Tak,Klasa szczelności:IP20
147;Lampa biurkowa MECANICA PLUS TL, 2700-6500K 1002404  - Spotline;1002404/SLV;694.0;1;LAMPY BIURKOWE LED;10;https://polskielampy.pl/images/SPOTLINE/mini/450px_slv_1002404_1_h_rgb.jpg;Lampa biurkowa MECANICA PLUS TL, 2700-6500K 1002404 - Spotline,cechuje się nowoczesnością, a zarazem klasyka i precyzyjnym wykończeniem. Idealnie wkomponuje się w przestrzeń biurową lub domową.;Wysokość:51,1 cm,Szerokość:,Materiał:Metal,Kolor:Czarny,Trzonek:Moduł LED,Moc żarówki:7W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:,Źródło światła w komplecie:Tak,Klasa szczelności:IP20
148;Lampa biurkowa Tori ML6107 - Milagro;ML6107/Milagro;148.0;1;LAMPY BIURKOWE LED;10;https://polskielampy.pl/images/zasoby/import/m/mini/450px_ml6107$14667$0.jpg;Lampa biurkowa Tori ML6107 - Milagro;Wysokość:29,Szerokość:26,Materiał:Tworzywo sztuczne,Kolor:Czarny,Trzonek:Moduł LED,Moc żarówki:5W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Nie,Źródło światła w komplecie:Tak,Klasa szczelności:IP20
149;Lampa biurkowa Tori ML6108 - Milagro;ML6108/Milagro;148.0;1;LAMPY BIURKOWE LED;10;https://polskielampy.pl/images/zasoby/import/m/mini/450px_ml6108$14670$0.jpg;Lampa biurkowa Tori ML6108 - Milagro;Wysokość:29,Szerokość:26,Materiał:Tworzywo sztuczne,Kolor:Biały,Trzonek:Moduł LED,Moc żarówki:5W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Nie,Źródło światła w komplecie:Tak,Klasa szczelności:IP20
150;Lampa stołowa 16184/ZB Zambelis;16184/ZB;515.0;1;LAMPY STOŁOWE BANKIERSKIE;10;https://polskielampy.pl/images//Zambelis/2019/mini/450px_16184.jpg;Lampa stołowa 16184/ZB Zambelis;Wysokość:,Szerokość:26 cm,Materiał:Metal,Kolor:Zielony,Trzonek:E27,Moc żarówki:40W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
151;Lampa bankierska BANKER 90967 – Eglo;90967/Eglo;219.9;1;LAMPY STOŁOWE BANKIERSKIE;10;https://polskielampy.pl/images/EGLO/mini/450px_90967.jpg;Lampa bankierska BANKER 90967 – Eglo;Wysokość:39 cm,Szerokość:27,5 cm,Materiał:Metal,Kolor:Zielony,Trzonek:E27,Moc żarówki:60W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
152;Lampa stołowa BANKERS 107354  - Markslojd;107354/MARKSLOJD;398.0;1;LAMPY STOŁOWE BANKIERSKIE;10;https://polskielampy.pl/images/MARKSLOJD/2019/mini/450px_107354.jpg;Lampa stołowa BANKERS 107354to połączenie estetyki z interesującym wzornictwem i funkcjonalnością. Renomowany, szwedzki producentMarkslojdcharakteryzuje się najwyższą jakością wykonania z modernistycznym designem i skandynawską elegancją. Wyjątkowa forma nie jest tylko źródłem światła, ale także przyciągającą uwagę dekoracją wnętrza. Istotną zaletą jest możliwość regulacji kąta padania strumienia światła zwiększając komfort użytkowania i uniwersalność produktu. Lampa stołowaBankersidealnie sprawdzi się w przestrzeni domowej czy komercyjnej jako dodatkowe źródło światła.;Wysokość:37 cm,Szerokość:27 cm,Materiał:Szkło,Kolor:Biały,Trzonek:E14,Moc żarówki:40W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
153;Lampa stołowa LAWYER TL1 BRUNITO 045030 -Ideal Lux;045030/IL;512.8;1;LAMPY STOŁOWE BANKIERSKIE;10;https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_045030_1.jpg;IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.;Wysokość:38 cm,Szerokość:26 cm,Materiał:Metal,Kolor:Mosiądz,Trzonek:E27,Moc żarówki:60W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
154;Lampa stołowa LAWYER TL1 CROMO 045047 -Ideal Lux;045047/IL;512.8;1;LAMPY STOŁOWE BANKIERSKIE;10;https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_045047_1.jpg;IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.;Wysokość:38 cm,Szerokość:26 cm,Materiał:Metal,Kolor:Chrom,Trzonek:E27,Moc żarówki:60W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
155;Lampa stołowa LAWYER TL1 OTTONE 013657 -Ideal Lux;013657/IL;512.8;1;LAMPY STOŁOWE BANKIERSKIE;10;https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_013657_1.jpg;IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.;Wysokość:38 cm,Szerokość:26 cm,Materiał:Metal,Kolor:Złoty,Trzonek:E27,Moc żarówki:60W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
156;Lampa stołowa Pablo MT-HN2088 WH+S.NICK -Italux;MT-HN2088 WH+S.NICK;229.0;1;LAMPY STOŁOWE BANKIERSKIE;10;https://polskielampy.pl/images//Italux/2019/mini/450px_MT-HN2088 WH+S.NICK.jpg;Lampy Italux to najwyższa klasa produktów stylizowanych na oryginalnych Włoskich projektach. Lampy Italux to wyszukany styl i elegancja która zagości w Państwa wnętrzach.  Lampy Italux to bogata oferta oświetlenia nowoczesnego i klasycznego. Lampy Italuxzyskały już popularność wśród projektantów i architektów. Polecamy lampy Italux do powierzchni mieszkalnych ale także komercyjnych.;Wysokość:34 cm,Szerokość:18 cm,Materiał:Metal,Kolor:Biały,Trzonek:E27,Moc żarówki:40W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
157;Lampa stołowa BANKERS duża 105931 Markslojd;105931/MARKSLOJD;518.0;1;LAMPY STOŁOWE BANKIERSKIE;0;https://polskielampy.pl/images/MARKSLOJD/mini/450px_105931.jpg;Lampa stołowa BANKERS duża 105931to połączenie estetyki z interesującym wzornictwem i funkcjonalnością. Renomowany, szwedzki producentMarkslojdcharakteryzuje się najwyższą jakością wykonania z modernistycznym designem i skandynawską elegancją. Wyjątkowa forma nie jest tylko źródłem światła, ale także przyciągającą uwagę dekoracją wnętrza. Istotną zaletą jest możliwość regulacji kąta padania strumienia światła zwiększając komfort użytkowania i uniwersalność produktu. Lampa stołowaBankersidealnie sprawdzi się w przestrzeni domowej czy komercyjnej jako dodatkowe źródło światła.BANKERS;Wysokość:42 cm,Szerokość:27 cm,Materiał:Metal,Kolor:Zielony,Trzonek:E14,Moc żarówki:40W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
158;Lampa stołowa BANKERS mała 105930 Markslojd;105930/MARKSLOJD;368.0;1;LAMPY STOŁOWE BANKIERSKIE;0;https://polskielampy.pl/images/MARKSLOJD/mini/450px_105930.jpg;Lampa stołowa BANKERS mała 105930to połączenie estetyki z interesującym wzornictwem i funkcjonalnością.Renomowany, szwedzki producentMarkslojdcharakteryzuje się najwyższą jakością wykonania z modernistycznym designem i skandynawską elegancją. Wyjątkowa forma nie jest tylko źródłem światła, ale także przyciągającą uwagę dekoracją wnętrza.Istotną zaletą jest możliwość regulacji kąta padania strumienia światła zwiększając komfort użytkowania i uniwersalność produktu. Lampa stołowaBankersidealnie sprawdzi się w przestrzeni domowej czy komercyjnej jako dodatkowe źródło światła.BANKERS;Wysokość:25 cm,Szerokość:19 cm,Materiał:Metal,Kolor:Zielony,Trzonek:E14,Moc żarówki:40W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
159;Lampa stołowa bankierska KIWI Z153-TL-01-BS - Maytoni;Z153-TL-01-BS;492.0;1;LAMPY STOŁOWE BANKIERSKIE;0;https://polskielampy.pl/images/!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!RED/MAYTONI/mini/450px_Z153-TL-01-BS.jpg;Maytoni to niemiecka marka oferująca szeroką gamę nowoczesnych lamp. Klasyczne pozycje, które również występują, zawsze posiadają nutkę modernistycznego zdobnictwa. Najciekawsze propozycje to bez wątpienia lampy wiszące. Modernistyczny styl sprawia, że każda lampa będzie uwieńczeniem wyszukanej aranżacji. Maytoni to również kinkiety, plafony i lampy stojące w stylu glamour, modern classic. Wysoka jakość i precyzja wykonania zadowoli każdego, kto skorzysta z oferty niemieckiego producenta.;Wysokość:36 cm,Szerokość:26 cm,Materiał:Szkło,Kolor:Zielony,Trzonek:E27,Moc żarówki:40W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
160;Lampa stołowa EDES T110810 - Zuma Line;003064-009310;197.1;1;LAMPY STOŁOWE BANKIERSKIE;0;https://polskielampy.pl/images//ZumaLine/2019/mini/450px_t110810.jpg;Lampa stołowa EDES to połączenie szykownego stylu z doskonałym wykonaniem. Niezwykła forma sprawia, że zostaną nietuzinkową ozdobą każdego wnętrza. Lampa w zielonym kolorze dodaje wyjątkowego charakteru. Idealnie wpasuje się w jasne lub minimalistyczne aranżacje dla kontrastu wnętrza.;Wysokość:35 cm,Szerokość:18 cm,Materiał:Metal,Kolor:Zielony,Trzonek:E27,Moc żarówki:60W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
161;Lampa stołowa Pablo MT-HN2088 BL+RC -Italux;MT-HN2088 BL+RC;229.0;1;LAMPY STOŁOWE BANKIERSKIE;0;https://polskielampy.pl/images//Italux/2019/mini/450px_MT-HN2088 BL+RC.jpg;Lampy Italux to najwyższa klasa produktów stylizowanych na oryginalnych Włoskich projektach. Lampy Italux to wyszukany styl i elegancja która zagości w Państwa wnętrzach.  Lampy Italux to bogata oferta oświetlenia nowoczesnego i klasycznego. Lampy Italuxzyskały już popularność wśród projektantów i architektów. Polecamy lampy Italux do powierzchni mieszkalnych ale także komercyjnych.;Wysokość:34 cm,Szerokość:18 cm,Materiał:Metal,Kolor:Miedziany,Trzonek:E27,Moc żarówki:40W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
162;Lampa na stół BOURNE 2L LS-MT1588 Auhilon;LS-MT1588;170.1;1;LAMPY STOŁOWE DREWNIANE;10;https://polskielampy.pl/images//DECOLIGHT/mini/450px_bourne_LS-MT1588_00 (Copy).jpg;Lampy Deco Light to doskonała propozycja dla wszystkich nowoczesnych wnętrz, urządzonych z smakiem. Lampy Deco Light to zbiór ciekawych modernistycznych modeli lamp. Wśród kolekcji lamp Deco Light znajdują się nowoczesne lampy LED, lampy industrialne oraz techniczne oprawy sufitowe oraz kinkiety. W przypadku lamp wyposażonych LED gwarancja na moduł wynosi aż 3 lata ! Po okresie trzech lat, producent zapewnia serwis pogwarancyjny. Zapraszamy do skorzystania z wspaniałej oferty lamp Deco Light.;Wysokość:57 cm,Szerokość:20 cm,Materiał:Drewno,Kolor:Biały,Trzonek:E27,Moc żarówki:60W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:,Źródło światła w komplecie:,Klasa szczelności:
163;Lampa na stół PASSION nowoczesna LS-MT1546 Auhilon;LS-MT1546;287.1;1;LAMPY STOŁOWE DREWNIANE;10;https://polskielampy.pl/images//DECOLIGHT/mini/450px_passion_LS-MT1546_00 (Copy).jpg;Lampy Deco Light to doskonała propozycja dla wszystkich nowoczesnych wnętrz, urządzonych z smakiem. Lampy Deco Light to zbiór ciekawych modernistycznych modeli lamp. Wśród kolekcji lamp Deco Light znajdują się nowoczesne lampy LED, lampy industrialne oraz techniczne oprawy sufitowe oraz kinkiety. W przypadku lamp wyposażonych LED gwarancja na moduł wynosi aż 3 lata ! Po okresie trzech lat, producent zapewnia serwis pogwarancyjny. Zapraszamy do skorzystania z wspaniałej oferty lamp Deco Light.;Wysokość:64 cm,Szerokość:31 cm,Materiał:Drewno,Kolor:Chrom,Trzonek:E27,Moc żarówki:60W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:,Źródło światła w komplecie:,Klasa szczelności:
164;Lampa stołowa CHALET TL1 128207 -Ideal Lux;128207/IL;1359.4;1;LAMPY STOŁOWE DREWNIANE;10;https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_128207_1.jpg;IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.;Wysokość:65 cm,Szerokość:41 cm,Materiał:Drewno,Kolor:Brązowy,Trzonek:E14,Moc żarówki:60W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
165;Lampa stojąca Kioto 50501215 - Ledea;50501215/Ledea;196.0;1;LAMPY STOŁOWE DREWNIANE;10;https://polskielampy.pl/images/Ledea/mini/450px_5901940402860.jpg;Wspaniała seria lamp w stylu japońskim. Abażury zostały zrobione z żyłki PCV o kształcie cylindrycznym kształcie oraz konstrukcję drewnianą. Doskonale wpasują się w wszystkie oryginalne pomieszczenia. Lampa posiada jeden punkt świetlny.;Wysokość:33 cm,Szerokość:14 cm,Materiał:Drewno,Kolor:Czarny,Trzonek:E27,Moc żarówki:40W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
166;Lampa stołowa 17060/ZB Zambelis;17060/ZB;719.0;1;LAMPY STOŁOWE DREWNIANE;10;https://polskielampy.pl/images//Zambelis/2019/mini/450px_17060.jpg;Lampa stołowa 17060/ZB Zambelis;Wysokość:,Szerokość:25 cm,Materiał:Drewno,Kolor:Brązowy,Trzonek:E27,Moc żarówki:40W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
167;Lampa stołowa ALTESSE - ALTESSE-TLNI - ENDON;ALTESSE-TLNI/END;1338.0;1;LAMPY STOŁOWE DREWNIANE;6;https://polskielampy.pl/images//CUBI/2017/mini/450px_ALTESSE-TLNI.jpg;Lampa stołowa ALTESSE - ALTESSE-TLNIto połączenie niestandardowego designu z niezwykłą dbałością o szczegóły. Niebywale ceniony, brytyjski producentEndonoferuje profesjonalne wykonanie i najlepszą jakość z oryginalnym stylem. Podstawa z drewnianymi elementami i tekstylny abażur w subtelnym kolorze to doskonała propozycja do każdej aranżacji.Wyjątkowa forma nie jest tylko źródłem światła, ale także przyciągającą uwagę dekoracją wnętrza. Lampa stołowaAltesseperfekcyjnie sprawdzi się w przestrzeni domowej czy komercyjnej.;Wysokość:83,5 cm,Szerokość:40 cm,Materiał:Drewno,Kolor:Beżowy,Trzonek:E27,Moc żarówki:60W,Napięcie zasilania:230V,Ilość żarówek:2,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
168;Lampa stołowa Blyton 1  BLY4243 - Dar Lighting;BLY4243;586.0;1;LAMPY STOŁOWE DREWNIANE;10;https://polskielampy.pl/images/images/DAR/1200/mini/450px_BLY4243.jpg;Lampa stołowa Blyton 1 BLY4243to połączenie niestandardowego designu z niezwykłą dbałością o szczegóły. Renomowany, brytyjski producentDar Lightingoferuje indywidualne podejście, modernistyczne wzornictwo z precyzyjnym wykończeniem. Kremowy klosz z drewnianymi elementami nada rewelacyjnego efektu wizualnego zachwycając elegancją, klasą i niebanalną oryginalnością. Dekoracyjna forma zapewni perfekcyjnie rozproszone światło gwarantujące przyjemną atmosferę i charakterystyczny klimat w pomieszczeniu. Lampa stołowaBlytondoskonale dopełni aranżację sypialni, pokoju dziennego czy biura jako dodatkowe źródło światła.;Wysokość:52 cm,Szerokość:26 cm,Materiał:Drewno,Kolor:Ecru,Trzonek:E14,Moc żarówki:40W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
169;Lampa stołowa CAMPODINO 97893 – EGLO;97893/Eglo;169.9;1;LAMPY STOŁOWE DREWNIANE;10;https://polskielampy.pl/images//EGLO/mini/450px_97893.jpg;Lampa stołowa CAMPODINO 97893 – EGLO;Wysokość:40 cm,Szerokość:17,5 cm,Materiał:Drewno,Kolor:Szary,Trzonek:E27,Moc żarówki:60W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
170;Lampa stołowa CHIETINO 1 97516 – EGLO;97516/Eglo;269.9;1;LAMPY STOŁOWE DREWNIANE;10;https://polskielampy.pl/images//EGLO/mini/450px_97516.jpg;Lampa stołowa CHIETINO 1 97516 – EGLO;Wysokość:44 cm,Szerokość:26 cm,Materiał:Drewno,Kolor:Brązowy,Trzonek:E27,Moc żarówki:60W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
171;Lampa stołowa COSSANO 94947 - Eglo;94947/Eglo;209.9;1;LAMPY STOŁOWE DREWNIANE;10;https://polskielampy.pl/images/EGLO/mini/450px_94947.jpg;Lampa stołowa COSSANO 94947 - Eglo;Wysokość:45 cm,Szerokość:25,5 cm,Materiał:Metal,Kolor:Biały,Trzonek:E27,Moc żarówki:60W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
172;Lampa stołowa COSSANO 94951 - Eglo;94951/Eglo;209.9;1;LAMPY STOŁOWE DREWNIANE;10;https://polskielampy.pl/images/EGLO/mini/450px_94951.jpg;Lampa stołowa COSSANO 94951 - Eglo;Wysokość:45 cm,Szerokość:25,5 cm,Materiał:Metal,Kolor:Biały,Trzonek:E27,Moc żarówki:60W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
173;Lampa stołowa COSSANO 94954 - Eglo;94954/Eglo;209.9;1;LAMPY STOŁOWE DREWNIANE;10;https://polskielampy.pl/images/EGLO/mini/450px_94954.jpg;Lampa stołowa COSSANO 94954 - Eglo;Wysokość:45 cm,Szerokość:25,5 cm,Materiał:Metal,Kolor:Biały,Trzonek:E27,Moc żarówki:60W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
174;Lampa stołowa drewniana Eatu  EAT4239 - Dar Lighting;EAT4239;631.0;1;LAMPY STOŁOWE DREWNIANE;10;https://polskielampy.pl/images/images/DAR/1200/mini/450px_EAT4239.jpg;Lampa stołowa drewniana Eatu EAT4239to połączenie niestandardowego designu z niezwykłą dbałością o szczegóły. Renomowany, brytyjski producentDar Lightingoferuje indywidualne podejście, modernistyczne wzornictwo z precyzyjnym wykończeniem. Jasny abażur z solidną podstawą i drewnianymi elementami nada rewelacyjnego efektu wizualnego zachwycając elegancją, klasą i niebanalną oryginalnością. Dekoracyjna forma zapewni perfekcyjnie rozproszone światło gwarantujące przyjemną atmosferę i charakterystyczny klimat w pomieszczeniu. Lampa stołowaEatudoskonale dopełni aranżację sypialni, pokoju dziennego czy biura jako dodatkowe źródło światła.;Wysokość:56 cm,Szerokość:30 cm,Materiał:Tkanina,Kolor:Grafitowy,Trzonek:E27,Moc żarówki:60W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
175;Lampa stołowa Osaka drewno 50501032 - Ledea;50501032/Ledea;328.0;1;LAMPY STOŁOWE DREWNIANE;10;https://polskielampy.pl/images/Ledea/mini/450px_5901940400323 - stolowa.jpg;"Ciekawa drewnianalampa na stół- Osaka Ledea. Oryginalny design tego oświetlenia, sprawia, że możemy zastosować je praktycznie w każdej powierzchni. Seria Osaka to lampa z drewna na tradycyjną żarówkę E27 ""duży gwint"". Do serii należy również lampa wisząca i lampa ścienna.";Wysokość:55 cm,Szerokość:16 cm,Materiał:Drewno,Kolor:Czarny,Trzonek:E27,Moc żarówki:40W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
176;Lampa stołowa SNELL TL1 BIG 201399 - Ideal Lux;201399/IL;1649.8;1;LAMPY STOŁOWE DREWNIANE;10;https://polskielampy.pl/images/Ideal Lux/2019/mini/450px_201399.jpg;Lampa stołowa SNELL TL1 BIG 201399 - Ideal Lux;Wysokość:50 cm,Szerokość:40 cm,Materiał:Drewno,Kolor:Brązowy,Trzonek:E27,Moc żarówki:60W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
177;Lampa stołowa TROS 3670 biały dąb drewno - Argon;3670/Argon;185.0;1;LAMPY STOŁOWE DREWNIANE;10;https://polskielampy.pl/images//ARGON/2019/mini/450px_3670.jpg;Przedstawiamy ciekawą nowoczesną lampę stołową Tros Argon 3670. Jedno płomienna z mlecznym białym kloszem na stelażu w kolorze biały dąb z dodatkiem chromu. Lampka Tros  sprawdzi się w nowoczesnym stylowym salonie oraz upiększy nowoczesną kuchnię. Lampa posiada gniazdo na źródło E27, dzięki czemu możemy zastosować żarówki LED.;Wysokość:25 cm,Szerokość:10 cm,Materiał:Drewno,Kolor:Brązowy,Trzonek:E27,Moc żarówki:60W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
178;Lampka biurkowa Intesi Holi czarna - D2 Design;145830/D2;89.0;1;LAMPY STOŁOWE DREWNIANE;2;https://polskielampy.pl/images/images/Obrazki/mini/450px_Lam000482_Y01100090..jpg;Lampka biurkowa Intesi Holi wykonana została z ażurowego metalu oraz drewna. Oprawa żarówki E27, max 60W, kabel o długości 1,50m w przełącznikiem światła. Lampa sprzedawana bez żarówki, dostępna w 2 kolorach.;Wysokość:51,5,Szerokość:28,Materiał:,Kolor:,Trzonek:,Moc żarówki:,Napięcie zasilania:,Ilość żarówek:,Kompatybilna z LED:,Źródło światła w komplecie:,Klasa szczelności:
179;Lampka biurkowa Intesi Zee czarna - D2 Design;145806/D2;105.01;1;LAMPY STOŁOWE DREWNIANE;10;https://polskielampy.pl/images/images/Obrazki/mini/450px_Lam000479_lampa4.jpg;Lampka biurkowa Intensi Zee posiada drewnianą podstawę. Oprawa żarówki E27, max 60W, kabel o długości 1,5m z przełącznikiem światła, lampka sprzedawana bez żarówki. Dostępna w innych kolorach;Wysokość:43,5,Szerokość:25,Materiał:,Kolor:,Trzonek:,Moc żarówki:,Napięcie zasilania:,Ilość żarówek:,Kompatybilna z LED:,Źródło światła w komplecie:,Klasa szczelności:
180;Lampka biurkowa Intesi Zee szara - D2 Design;145822/D2;105.01;1;LAMPY STOŁOWE DREWNIANE;10;https://polskielampy.pl/images/images/Obrazki/mini/450px_Lam000481_lampa7.jpg;Lampka biurkowa Intensi Zee posiada drewnianą podstawę. Oprawa żarówki E27, max 60W, kabel o długości 1,5m z przełącznikiem światła, lampka sprzedawana bez żarówki. Dostępna również w innych kolorach.;Wysokość:43,5,Szerokość:25,Materiał:,Kolor:,Trzonek:,Moc żarówki:,Napięcie zasilania:,Ilość żarówek:,Kompatybilna z LED:,Źródło światła w komplecie:,Klasa szczelności:
