ID;name;catalognumber;cena brutto;ID regula podatkowa;ID kategorii;inInventory;picture;description;attributes
180;Lampka biurkowa Intesi Zee szara - D2 Design;145822/D2;105.01;1;LAMPY STOŁOWE DREWNIANE;10;https://polskielampy.pl/images/images/Obrazki/mini/450px_Lam000481_lampa7.jpg;Lampka biurkowa Intensi Zee posiada drewnianą podstawę. Oprawa żarówki E27, max 60W, kabel o długości 1,5m z przełącznikiem światła, lampka sprzedawana bez żarówki. Dostępna również w innych kolorach.;Wysokość:43,5,Szerokość:25,Materiał:,Kolor:,Trzonek:,Moc żarówki:,Napięcie zasilania:,Ilość żarówek:,Kompatybilna z LED:,Źródło światła w komplecie:,Klasa szczelności:
181;Podstawa lampy stołowej Joss 90566 - Endon;90566/END;1013.0;1;LAMPY STOŁOWE DREWNIANE;10;https://polskielampy.pl/images/Endon/2019/mini/450px_90566.jpg;Podstawa lampy stołowej Joss 90566to połączenie innowacyjnego pomysłu z nowoczesną formą i precyzyjnością wykonania. Brytyjski producentEndonoferuje modernistyczny design, interesujące wzornictwo z najlepszą jakością. Wyrafinowana stylistyka ze szlachetną kolorystyką nie jest tylko źródłem światła, ale także przyciągającą uwagę dekoracją wnętrza. Efektowna propozycja zachwyci ciepłym światłem nadając wyjątkowej atmosfery i przyjemnego klimatu w pomieszczeniu. Lampa stołowaJossdoskonale sprawdzi się w przestrzeni domowej czy komercyjnej jako dodatkowe źródło światła.;Wysokość:50 cm,Szerokość:17,8 cm,Materiał:Drewno,Kolor:Brązowy,Trzonek:E27,Moc żarówki:40W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
182;Podstawa lampy stołowej Mahalla 90573 - Endon;90573/END;1657.0;1;LAMPY STOŁOWE DREWNIANE;10;https://polskielampy.pl/images/Endon/2019/mini/450px_90573.jpg;Podstawa lampy stołowej Mahalla 90573to połączenie innowacyjnego pomysłu z nowoczesną formą i precyzyjnością wykonania. Brytyjski producentEndonoferuje modernistyczny design, interesujące wzornictwo z najlepszą jakością. Klasyczna stylistyka z elegancką kolorystyką nie jest tylko źródłem światła, ale także przyciągającą uwagę dekoracją wnętrza. Efektowna propozycja zachwyci ciepłym światłem nadając wyjątkowej atmosfery i przyjemnego klimatu w pomieszczeniu. Lampa stołowaMahalladoskonale sprawdzi się w przestrzeni domowej czy komercyjnej jako dodatkowe źródło światła.;Wysokość:36,5 cm,Szerokość:22,5 cm,Materiał:Drewno,Kolor:Brązowy,Trzonek:E27,Moc żarówki:40W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
183;Podstawa lampy stołowej Mohan 90568 - Endon;90568/END;920.0;1;LAMPY STOŁOWE DREWNIANE;10;https://polskielampy.pl/images/Endon/2019/mini/450px_90568.jpg;Podstawa lampy stołowej Mohan 90568to połączenie innowacyjnego pomysłu z nowoczesną formą i precyzyjnością wykonania. Brytyjski producentEndonoferuje modernistyczny design, interesujące wzornictwo z najlepszą jakością. Wyrafinowana stylistyka ze szlachetną kolorystyką nie jest tylko źródłem światła, ale także przyciągającą uwagę dekoracją wnętrza. Efektowna propozycja zachwyci ciepłym światłem nadając wyjątkowej atmosfery i przyjemnego klimatu w pomieszczeniu. Lampa stołowaMohandoskonale sprawdzi się w przestrzeni domowej czy komercyjnej jako dodatkowe źródło światła.;Wysokość:56 cm,Szerokość:17,5 cm,Materiał:Drewno,Kolor:Brązowy,Trzonek:E27,Moc żarówki:40W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
184;Podstawa lampy stołowej Sagara  90574 - Endon;90574/END;644.0;1;LAMPY STOŁOWE DREWNIANE;8;https://polskielampy.pl/images/Endon/2019/mini/450px_90574.jpg;Podstawa lampy stołowej Sagara 90574to połączenie innowacyjnego pomysłu z nowoczesną formą i precyzyjnością wykonania. Brytyjski producentEndonoferuje modernistyczny design, interesujące wzornictwo z najlepszą jakością. Klasyczna stylistyka z elegancką kolorystyką nie jest tylko źródłem światła, ale także przyciągającą uwagę dekoracją wnętrza. Efektowna propozycja zachwyci ciepłym światłem nadając wyjątkowej atmosfery i przyjemnego klimatu w pomieszczeniu. Lampa stołowaSagaradoskonale sprawdzi się w przestrzeni domowej czy komercyjnej jako dodatkowe źródło światła.;Wysokość:48,5 cm,Szerokość:15,3 cm,Materiał:Drewno,Kolor:Brązowy,Trzonek:E27,Moc żarówki:40W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
185;Zestaw Lampa stołowa + podłogowa Pyramid   PYR4943 - Dar Lighting;PYR4943;3089.0;1;LAMPY STOŁOWE DREWNIANE;10;https://polskielampy.pl/images/DAR_LIGHTING/mini/450px_PYR4943_0.jpg;Zestaw Lampa stołowa + podłogowa Pyramid PYR4943to połączenie niestandardowego designu z niezwykłą dbałością o szczegóły. Renomowany, brytyjski producentDar Lightingoferuje indywidualne podejście, modernistyczne wzornictwo z precyzyjnym wykończeniem. Tekstylne abażury z drewnianymi podstawami nadadzą rewelacyjnego efektu wizualnego zachwycając elegancją, klasą i niebanalną oryginalnością. Dekoracyjne formy zapewnią perfekcyjnie rozproszone światło gwarantujące przyjemną atmosferę i charakterystyczny klimat w pomieszczeniu. Zestaw lampy stołowej + podłogowejPyramiddoskonale dopełni aranżację sypialni, pokoju dziennego czy biura jako dodatkowe źródła światła.;Wysokość:63 cm + 167 cm,Szerokość:35 cm + 46 cm,Materiał:Tkanina,Kolor:Biały,Trzonek:E27,Moc żarówki:60W,Napięcie zasilania:230V,Ilość żarówek:2,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
186;Lampa stołowa ABEL brązowa SL0677 - Sollux;SL.0677;82.84;1;LAMPY STOŁOWE DREWNIANE;10;https://polskielampy.pl/images/2021/zdjecia-sl/mini/450px_0677-1.jpg;Lampa stołowa ABEL SL0677 – Sollux, to ciekawa lampa nowoczesna wykonana z drewna. Zamontowany w niej trzonek E27 umożliwia nam zastosowanie żarówki tradycyjnej, ledowej, jak i dekoracyjnej. ABEL z pewnością wkomponuje się na jadalniany stół, ławę w salonie, czy stolik nocny w twojej sypialni.;Wysokość:10 cm,Szerokość:10 cm,Materiał:Drewno,Kolor:Brązowy,Trzonek:E27,Moc żarówki:60W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
187;Lampa stołowa Arken  ARK4248 - Dar Lighting;ARK4248;703.0;1;LAMPY STOŁOWE DREWNIANE;10;https://polskielampy.pl/images/images/DAR/1200/mini/450px_ARK4248.jpg;Lampa stołowa Arken ARK4248to połączenie innowacyjnego pomysłu z nowoczesną formą i najlepszą jakością. Renomowany, brytyjski producentDar Lightingoferuje indywidualne podejście, modernistyczne wzornictwo z precyzyjnym wykończeniem. Wyjątkowa stylistyka z solidną konstrukcją i klasyczną kolorystyką doda wnętrzu nieskazitelnej subtelności i elegancji. Istotną zaletą jest perfekcyjne rozszczepienie światła gwarantując pięknie rozświetlone pomieszczenie, przyjemną atmosferę i oryginalny klimat. Lampa stołowaArkendoskonale sprawdzi się w biurze, sypialni czy pokoju dziennym jako dodatkowe źródło światła i niestandardowa dekoracja wnętrza.;Wysokość:59 cm,Szerokość:20 cm,Materiał:Drewno,Kolor:Grafitowy,Trzonek:E14,Moc żarówki:40W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
188;Lampa stołowa CAMPODINO 97891 – EGLO;97891/Eglo;169.9;1;LAMPY STOŁOWE DREWNIANE;10;https://polskielampy.pl/images//EGLO/mini/450px_97891.jpg;Lampa stołowa CAMPODINO 97891 – EGLO;Wysokość:40 cm,Szerokość:17,5 cm,Materiał:Drewno,Kolor:Beżowy,Trzonek:E27,Moc żarówki:60W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
189;Lampa stołowa drewniana Viking VIK4022 - Dar Lighting;VIK4022;703.0;1;LAMPY STOŁOWE DREWNIANE;10;https://polskielampy.pl/images/images/DAR/1200/mini/450px_VIK4022.jpg;Lampa stołowa drewniana Viking VIK4022to połączenie niestandardowego designu z niezwykłą dbałością o szczegóły. Renomowany, brytyjski producentDar Lightingoferuje indywidualne podejście, modernistyczne wzornictwo z precyzyjnym wykończeniem. Tradycyjny, czarny abażur ze stonowaną podstawą nada rewelacyjnego efektu wizualnego zachwycając elegancją, klasą i niebanalną oryginalnością. Dekoracyjna forma zapewni perfekcyjnie rozproszone światło gwarantujące przyjemną atmosferę i charakterystyczny klimat w pomieszczeniu. Lampa stołowaVikingdoskonale dopełni aranżację sypialni, pokoju dziennego, kuchni czy biura.;Wysokość:63 cm,Szerokość:30 cm,Materiał:Drewno,Kolor:Czarny,Trzonek:E27,Moc żarówki:60W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
190;Lampa stołowa drewniana Viking VIK4081 - Dar Lighting;VIK4081;705.0;1;LAMPY STOŁOWE DREWNIANE;2;https://polskielampy.pl/images/images/DAR/1200/mini/450px_VIK4081.jpg;Lampa stołowa drewniana Viking VIK4081to połączenie niestandardowego designu z niezwykłą dbałością o szczegóły. Renomowany, brytyjski producentDar Lightingoferuje indywidualne podejście, modernistyczne wzornictwo z precyzyjnym wykończeniem. Tradycyjny, biały abażur ze stonowaną podstawą nada rewelacyjnego efektu wizualnego zachwycając elegancją, klasą i niebanalną oryginalnością. Dekoracyjna forma zapewni perfekcyjnie rozproszone światło gwarantujące przyjemną atmosferę i charakterystyczny klimat w pomieszczeniu. Lampa stołowaVikingdoskonale dopełni aranżację sypialni, pokoju dziennego, kuchni czy biura.;Wysokość:63 cm,Szerokość:30 cm,Materiał:Drewno,Kolor:Biały,Trzonek:E27,Moc żarówki:60W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
191;Lampa stołowa drewniana Zakara  ZAK4239 - Dar Lighting;ZAK4239;507.0;1;LAMPY STOŁOWE DREWNIANE;10;https://polskielampy.pl/images/images/DAR/1200/mini/450px_ZAK4239.jpg;Lampa stołowa drewniana Zakara ZAK4239to połączenie oryginalności z niebanalnym stylem. Renomowany, brytyjski producentDar Lightingoferuje indywidualne podejście, modernistyczne wzornictwo z precyzyjnym wykończeniem. Drewniana podstawa w geometrycznej formie i tekstylny, grafitowy abażur z łatwością dopasują się do każdej aranżacji czarując elegancją i wdziękiem. Tradycyjna propozycja zachwyci ciepłym światłem gwarantując uniwersalny klimat i nastrojową atmosferę w pomieszczeniu. Lampa stołowaZakaradoskonale sprawdzi się w przestrzeni domowej, biurowej czy komercyjnej jako dodatkowe źródło światła.;Wysokość:44 cm,Szerokość:28 cm,Materiał:Drewno,Kolor:Grafitowy,Trzonek:E14,Moc żarówki:40W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
192;Lampa stołowa DRIFTWOOD TL1 129570 -Ideal Lux;129570/IL;1266.7;1;LAMPY STOŁOWE DREWNIANE;10;https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_129570_1.jpg;IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.;Wysokość:52 cm,Szerokość:40 cm,Materiał:Drewno,Kolor:Brązowy,Trzonek:E27,Moc żarówki:60W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
193;Lampa stołowa JOSE P15079-1T - Zuma Line;003064-008239;197.1;1;LAMPY STOŁOWE DREWNIANE;10;https://polskielampy.pl/images//ZumaLine/2019/mini/450px_p15079-1t.jpg;Lampa podłogowa JOSE to połączenie unikalnego designu z klasyką, elegancją i wysoką jakością materiałów. Oryginalny kształt dodaje niezwykłej elegancji. Białe elementy z drewnianymi wstawkami nadają doskonałego efektu wizualnego. Lampa podkreśla nowoczesny charakter i klimat pomieszczenia. Ten minimalistyczny kształt idealnie nada się do przestrzeni domowych.;Wysokość:62 cm,Szerokość:18 cm,Materiał:Drewno,Kolor:Biały,Trzonek:E27,Moc żarówki:60W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
194;Lampa stołowa Louviers DL-LOUVIERS-BASE  - Elstead;DL-LOUVIERS-BASE;1206.0;1;LAMPY STOŁOWE DREWNIANE;2;https://polskielampy.pl/images/Elstead/2021/mini/450px_DL-LOUVIERS-BASE.jpg;Lampa stołowa Elstead Lighting Louviers ze świecznikiem ma kolumnę z krwistego drewna wołowego ze złotymi akcentami.;Wysokość:55 cm,Szerokość:13,5 cm,Materiał:Drewno,Kolor:Brązowy,Trzonek:E27,Moc żarówki:60W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
195;Lampa stołowa Narbonne DL-NARBONNE-BASE  - Elstead;DL-NARBONNE-BASE;1206.0;1;LAMPY STOŁOWE DREWNIANE;6;https://polskielampy.pl/images/Elstead/2021/mini/450px_DL-NARBONNE-BASE.jpg;Podstawa urny z czarnego drewna ze złotymi liśćmi. Nadaje się do wszystkich pokoi, sypialni, korytarzy, salonów, salonów i gabinetów.;Wysokość:68 cm,Szerokość:15,7 cm,Materiał:Drewno,Kolor:Czarny,Trzonek:E27,Moc żarówki:60W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
196;Lampa stołowa Narbonne DL-NARBONNE-TL  - Elstead;DL-NARBONNE-TL;1891.0;1;LAMPY STOŁOWE DREWNIANE;4;https://polskielampy.pl/images/Elstead/2021/mini/450px_DL-NARBONNE-TL.jpg;Podstawa urny z czarnego drewna ze złotymi liśćmi, w połączeniu ze 100% bawełny Ivory, klosz z plisą w kolorze czarnym i złotym wykończeniem. Nadaje się do wszystkich pokoi, sypialni, korytarzy, salonów, salonów i gabinetów.;Wysokość:38,6 cm,Szerokość:46,5 cm,Materiał:Drewno,Kolor:Czarny,Trzonek:E27,Moc żarówki:60W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
197;Lampa stołowa Peronne DL-PERONNE-TL  - Elstead;DL-PERONNE-TL;1891.0;1;LAMPY STOŁOWE DREWNIANE;6;https://polskielampy.pl/images/Elstead/2021/mini/450px_DL-PERONNE-TL.jpg;;Wysokość:55 cm,Szerokość:28,5 cm,Materiał:Drewno,Kolor:Czarny,Trzonek:E27,Moc żarówki:60W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
198;Lampa stołowa RUMBA R13286 - Redlux;R13286;166.0;1;LAMPY STOŁOWE DREWNIANE;10;https://polskielampy.pl/images/Redlux/2020/mini/450px_R13286.jpg;Lampa stołowa RUMBA R13286 - Redlux;Wysokość:35,7 cm,Szerokość:16 cm,Materiał:Drewno,Kolor:Brązowy,Trzonek:E14,Moc żarówki:11W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
199;Lampa stołowa SALGADO brązowa SL0674 - Sollux;SL.0674;82.84;1;LAMPY STOŁOWE DREWNIANE;10;https://polskielampy.pl/images/2021/zdjecia-sl/mini/450px_0674-1.jpg;Lampa stołowa SALGADO SL0674 - Sollux, to ciekawa lampa nowoczesna wykonana z drewna. Zamontowany w niej trzonek E27 umożliwia nam zastosowanie żarówki tradycyjnej, ledowej, jak i dekoracyjnej. ABEL z pewnością wkomponuje się na jadalniany stół, ławę w salonie, czy stolik nocny w twojej sypialni.;Wysokość:10 cm,Szerokość:10 cm,Materiał:Drewno,Kolor:Brązowy,Trzonek:E27,Moc żarówki:60W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
200;Lampa stołowa SENDERO 96203 - EGLO;96203/Eglo;144.9;1;LAMPY STOŁOWE DREWNIANE;2;https://polskielampy.pl/images//EGLO/mini/450px_96203.jpg;Lampa stołowa SENDERO 96203 - EGLO;Wysokość:41,5 cm,Szerokość:18 cm,Materiał:Drewno,Kolor:Brązowy,Trzonek:E27,Moc żarówki:60W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
201;Lampa stołowa Strasbourg DL-STRASBOURG-TL  - Elstead;DL-STRASBOURG-TL;1891.0;1;LAMPY STOŁOWE DREWNIANE;4;https://polskielampy.pl/images/Elstead/2021/mini/450px_DL-STRASBOURG-TL.jpg;Podstawa kolumny z czarnego drewna zdobiona złotymi akcentami. W komplecie ze 100% bawełny Ivory, klosz w kształcie pudełka z czarną i złotą lamówką. Nadaje się do wszystkich pokoi, sypialni, korytarzy, salonów, salonów i gabinetów.;Wysokość:87 cm,Szerokość:46,5 cm,Materiał:Drewno,Kolor:Złoty,Trzonek:E27,Moc żarówki:60W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
202;Lampa stołowa Woodstock orzechowa DL-WS-TL-M-WL  - Elstead;DL-WS-TL-M-WL;668.0;1;LAMPY STOŁOWE DREWNIANE;2;https://polskielampy.pl/images/Elstead/2021/mini/450px_DL-WS-TL-M-WL.jpg;Duża podstawa lampy stołowej z drewna toczonego z wykończeniem orzechowym wyprodukowana w Anglii. Nadaje się do wszystkich pokoi, sypialni, korytarzy, salonów, salonów i gabinetów.;Wysokość:48 cm,Szerokość:30,5 cm,Materiał:Drewno,Kolor:Brązowy,Trzonek:E27,Moc żarówki:60W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
203;Lampka biurkowa Intesi Zee biała - D2 Design;145814/D2;105.01;1;LAMPY STOŁOWE DREWNIANE;10;https://polskielampy.pl/images/images/Obrazki/mini/450px_Lam000480_lampa5.jpg;Lampka biurkowa Intensi Zee posiada drewnianą podstawę. Oprawa żarówki E27, max 60W, kabel o długości 1,5m z przełącznikiem światła, lampka sprzedawana bez żarówki. Dostępna w innych kolorach;Wysokość:43,5,Szerokość:25,Materiał:,Kolor:,Trzonek:,Moc żarówki:,Napięcie zasilania:,Ilość żarówek:,Kompatybilna z LED:,Źródło światła w komplecie:,Klasa szczelności:
204;Podstawa do lampy stołowej ALVIS R13339 - Redlux;R13339;353.0;1;LAMPY STOŁOWE DREWNIANE;10;https://polskielampy.pl/images/Redlux/2020/mini/450px_R13339.jpg;Podstawa do lampy stołowej ALVIS R13339 - Redlux;Wysokość:51 cm,Szerokość:30 cm,Materiał:Drewno,Kolor:Brązowy,Trzonek:E27,Moc żarówki:28W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
205;Podstawa do lampy stołowej MAUI R13437 - Redlux;R13437;184.0;1;LAMPY STOŁOWE DREWNIANE;10;https://polskielampy.pl/images/Redlux/2020/mini/450px_R13437.jpg;Podstawa do lampy stołowej MAUI R13437 - Redlux;Wysokość:38,5 cm,Szerokość:12 cm,Materiał:Drewno,Kolor:Brązowy,Trzonek:E27,Moc żarówki:20W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
206;Podstawa do lampy stołowej WOODY R11791 - RedLux;R11791;391.0;1;LAMPY STOŁOWE DREWNIANE;10;https://polskielampy.pl/images/!!!!!REDLUX/mini/450px_R11791.jpg;Oświetlenie RedLux to najwyższa jakość wykonania i nowoczesne wzornictwo. Lampy Redlux zyskały uznanie wśród projektantów i architektów. Polecamy lampy Redlux osobom które cenią sobie najwyższą jakość wykonania i modny design.;Wysokość:47,5 cm,Szerokość:37 cm,Materiał:Drewno,Kolor:Brązowy,Trzonek:E27,Moc żarówki:25W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
207;Stojak do lampy podłogowej AMBITUS R13304 - Redlux;R13304;884.0;1;LAMPY STOŁOWE DREWNIANE;10;https://polskielampy.pl/images/Redlux/2020/mini/450px_R13304.jpg;Stojak do lampy podłogowej AMBITUS R13304 - Redlux;Wysokość:129 cm,Szerokość:70 cm,Materiał:Drewno,Kolor:Brązowy,Trzonek:E27,Moc żarówki:28W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
208;Stojak do lampy stołowej AMBITUS R13303 - Redlux;R13303;353.0;1;LAMPY STOŁOWE DREWNIANE;10;https://polskielampy.pl/images/Redlux/2020/mini/450px_R13303.jpg;Stojak do lampy stołowej AMBITUS R13303 - Redlux;Wysokość:49 cm,Szerokość:25 cm,Materiał:Drewno,Kolor:Brązowy,Trzonek:E27,Moc żarówki:28W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
209;Zestaw dwóch Lampa stołowa Regal  REG422 - Dar Lighting;REG422;282.0;1;LAMPY STOŁOWE DREWNIANE;10;https://polskielampy.pl/images/mini/450px_DARREG422_L.jpg;Zestaw dwóch Lampa stołowa Regal REG422to połączenie niestandardowego designu z niezwykłą dbałością o szczegóły. Renomowany, brytyjski producentDar Lightingoferuje indywidualne podejście, modernistyczne wzornictwo z precyzyjnym wykończeniem. Tekstylne abażury z drewnianymi podstawami nadadzą rewelacyjnego efektu wizualnego zachwycając elegancją, klasą i niebanalną oryginalnością. Dekoracyjne formy zapewnią perfekcyjnie rozproszone światło gwarantujące przyjemną atmosferę i charakterystyczny klimat w pomieszczeniu. Zestaw dwóch lamp stołowychRegaldoskonale dopełni aranżację sypialni, pokoju dziennego czy biura jako dodatkowe źródła światła.;Wysokość:42 cm,Szerokość:23 cm,Materiał:Drewno,Kolor:Biały,Trzonek:Inny,Moc żarówki:60W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:,Źródło światła w komplecie:,Klasa szczelności:IP20
210;Lampa stołowa CAMPODINO 97892 – EGLO;97892/Eglo;169.9;1;LAMPY STOŁOWE DREWNIANE;0;https://polskielampy.pl/images//EGLO/mini/450px_97892.jpg;Lampa stołowa CAMPODINO 97892 – EGLO;Wysokość:50 cm,Szerokość:17,5 cm,Materiał:Drewno,Kolor:Beżowy,Trzonek:E27,Moc żarówki:60W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
211;Lampa stołowa CAMPODINO 97894 – EGLO;97894/Eglo;214.9;1;LAMPY STOŁOWE DREWNIANE;0;https://polskielampy.pl/images//EGLO/mini/450px_97894.jpg;Lampa stołowa CAMPODINO 97894 – EGLO;Wysokość:50 cm,Szerokość:17,5 cm,Materiał:Drewno,Kolor:Szary,Trzonek:E27,Moc żarówki:60W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
212;Lampa stołowa DORA TL1 020853 -Ideal Lux;020853/IL;673.5;1;LAMPY STOŁOWE KLASYCZNE;10;https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_020853_1.jpg;IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.;Wysokość:35 cm,Szerokość:24 cm,Materiał:Metal,Kolor:Złoty,Trzonek:E14,Moc żarówki:40W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
213;Lampa stołowa DUCHESSA TL1 SMALL 051406 -Ideal Lux;051406/IL;661.1;1;LAMPY STOŁOWE KLASYCZNE;10;https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_051406_1.jpg;IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.;Wysokość:39 cm,Szerokość:27 cm,Materiał:Metal,Kolor:Przezroczysty,Trzonek:E27,Moc żarówki:60W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
214;Lampa stołowa ETERNITY TL1 BIG 036007 -Ideal Lux;036007/IL;617.9;1;LAMPY STOŁOWE KLASYCZNE;10;https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_036007_1.jpg;IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.;Wysokość:61 cm,Szerokość:27,5 cm,Materiał:Metal,Kolor:Srebrny,Trzonek:E27,Moc żarówki:60W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
