ID;name;catalognumber;cena brutto;ID regula podatkowa;ID kategorii;inInventory;picture;description;attributes
120;Oprawa sufitowa FLUO ACCENT 1200 3000K ALLUMINIUM 192635 -Ideal Lux;192635/IL;1730.1;1;SPOTY SUFITOWE;10;https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_192635_1.jpg;IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.;Wysokość:8 cm,Szerokość:120,5 cm,Materiał:Metal,Kolor:Srebrny,Trzonek:Moduł LED,Moc żarówki:30W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:,Źródło światła w komplecie:Tak,Klasa szczelności:IP20
121;Oprawa sufitowa FLUO ACCENT 1200 3000K WHITE 192611 - Ideal Lux;192611/IL;1730.1;1;SPOTY SUFITOWE;10;https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_192611_1.jpg;IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.;Wysokość:8 cm,Szerokość:120,5 cm,Materiał:Metal,Kolor:Biały,Trzonek:Moduł LED,Moc żarówki:30W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:,Źródło światła w komplecie:Tak,Klasa szczelności:IP20
122;Oprawa sufitowa FLUO ACCENT 1200 4000K ALLUMINIUM 192574 -Ideal Lux;192574/IL;1730.1;1;SPOTY SUFITOWE;10;https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_192574_1.jpg;IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.;Wysokość:8 cm,Szerokość:120,5 cm,Materiał:Metal,Kolor:Srebrny,Trzonek:Moduł LED,Moc żarówki:30W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:,Źródło światła w komplecie:Tak,Klasa szczelności:IP20
123;Oprawa sufitowa FLUO ACCENT 1200 4000K BLACK 192529 -Ideal Lux;192529/IL;1730.1;1;SPOTY SUFITOWE;10;https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_192529_1.jpg;IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.;Wysokość:8 cm,Szerokość:120,5 cm,Materiał:Metal,Kolor:Czarny,Trzonek:Moduł LED,Moc żarówki:30W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:,Źródło światła w komplecie:Tak,Klasa szczelności:IP20
124;Oprawa szynowa BLAND TP-739-BIAŁA Auhilon;TP-739-BIAŁA;206.1;1;LAMPY I WENTYLATORY;10;https://polskielampy.pl/images/DECOLIGHT/2018/mini/450px_TP-739-BIAŁA.jpg;Lampy Deco Light to doskonała propozycja dla wszystkich nowoczesnych wnętrz, urządzonych z smakiem. Lampy Deco Light to zbiór ciekawych modernistycznych modeli lamp. Wśród kolekcji lamp Deco Light znajdują się nowoczesne lampy LED, lampy industrialne oraz techniczne oprawy sufitowe oraz kinkiety. W przypadku lamp wyposażonych LED gwarancja na moduł wynosi aż 3 lata ! Po okresie trzech lat, producent zapewnia serwis pogwarancyjny. Zapraszamy do skorzystania z wspaniałej oferty lamp Deco Light.;Wysokość:25 cm,Szerokość:7 cm,Materiał:Metal,Kolor:Biały,Trzonek:Moduł LED,Moc żarówki:20W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:,Źródło światła w komplecie:Tak,Klasa szczelności:IP20
125;Oprawa szynowa DECKER 2L BL ZK-802-CZARNA Auhilon;ZK-802-CZARNA;296.1;1;LAMPY I WENTYLATORY;10;https://polskielampy.pl/images/DECOLIGHT/2019/mini/450px_ZK-802-CZARNA.jpg;Lampy Deco Light to doskonała propozycja dla wszystkich nowoczesnych wnętrz, urządzonych z smakiem. Lampy Deco Light to zbiór ciekawych modernistycznych modeli lamp. Wśród kolekcji lamp Deco Light znajdują się nowoczesne lampy LED, lampy industrialne oraz techniczne oprawy sufitowe oraz kinkiety. W przypadku lamp wyposażonych LED gwarancja na moduł wynosi aż 3 lata ! Po okresie trzech lat, producent zapewnia serwis pogwarancyjny. Zapraszamy do skorzystania z wspaniałej oferty lamp Deco Light.;Wysokość:14 cm,Szerokość:4,7 cm,Materiał:Metal,Kolor:Czarny,Trzonek:Moduł LED,Moc żarówki:7W,Napięcie zasilania:230V,Ilość żarówek:2,Kompatybilna z LED:,Źródło światła w komplecie:,Klasa szczelności:
126;Oprawa szynowa JERRY TRACK EGS-R0031-ZD12 Auhilon;EGS-R0031-ZD12;161.1;1;LAMPY I WENTYLATORY;10;https://polskielampy.pl/images/DECOLIGHT/2018/mini/450px_EGS-R0031-ZD12.jpg;Lampy Deco Light to doskonała propozycja dla wszystkich nowoczesnych wnętrz, urządzonych z smakiem. Lampy Deco Light to zbiór ciekawych modernistycznych modeli lamp. Wśród kolekcji lamp Deco Light znajdują się nowoczesne lampy LED, lampy industrialne oraz techniczne oprawy sufitowe oraz kinkiety. W przypadku lamp wyposażonych LED gwarancja na moduł wynosi aż 3 lata ! Po okresie trzech lat, producent zapewnia serwis pogwarancyjny. Zapraszamy do skorzystania z wspaniałej oferty lamp Deco Light.;Wysokość:9,8 cm,Szerokość:,Materiał:Metal,Kolor:Czarny,Trzonek:Moduł LED,Moc żarówki:,Napięcie zasilania:12V,Ilość żarówek:1,Kompatybilna z LED:,Źródło światła w komplecie:Tak,Klasa szczelności:IP20
127;Oprawa szynowa SIENA TRACK EGS-R0029-Y35 Auhilon;EGS-R0029-Y35;224.1;1;LAMPY I WENTYLATORY;10;https://polskielampy.pl/images/DECOLIGHT/2018/mini/450px_EGS-R0029-Y35.jpg;Lampy Deco Light to doskonała propozycja dla wszystkich nowoczesnych wnętrz, urządzonych z smakiem. Lampy Deco Light to zbiór ciekawych modernistycznych modeli lamp. Wśród kolekcji lamp Deco Light znajdują się nowoczesne lampy LED, lampy industrialne oraz techniczne oprawy sufitowe oraz kinkiety. W przypadku lamp wyposażonych LED gwarancja na moduł wynosi aż 3 lata ! Po okresie trzech lat, producent zapewnia serwis pogwarancyjny. Zapraszamy do skorzystania z wspaniałej oferty lamp Deco Light.;Wysokość:16 cm,Szerokość:,Materiał:Metal,Kolor:Czarny,Trzonek:Moduł LED,Moc żarówki:,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:,Źródło światła w komplecie:Tak,Klasa szczelności:IP20
128;Lampa wisząca SIRIUS 90 CH AZ2114+AZ2116 - Azzardo;DEL-6612-90-CH;1638.0;1;LAMPY LINIOWE LED;10;https://polskielampy.pl/images/!!!!!!!AZZARDO/UZUPELNIENIE/mini/450px_sirius-90-chrome.jpg;Lampa zwisająca oświetleniowa - wiszącaSirius 90ChromAZ2114+AZ2116. Seria Sirius  należy do produktów z kategorii Decorative. Jest to inspiracja na lampę nietuzinkową i oryginalną. To lampa dla tych, którzy lubią we wnętrzach oryginalne rozwiązania. LampaAzzardo Siriusto doskonały designerski styl oświetlenia który sprawi, że lampa oprócz funkcji mocnego światła do salonu stanowi również bogaty walor dekoracyjny oraz aranżacyjny dla  naszego wnętrza. Lampa wpisuję się w trendy stylu nowojorskiego oraz Hi-Tech, ciekawie sprawdzi się również w aranżacjach loftowych. Doskonała inspiracja na lampę wiszącą do salonu. Lampa została wykonana z solidnych materiałów, występuje w kilku rozmiarach oraz w kolorach chrom oraz miedzianym ( Cooper ) Lampa posiada 12 gniazd na żarówkę G9 oraz ma możliwość regulacji wysokości.;Wysokość:236 cm,Szerokość:90 cm,Materiał:Metal,Kolor:Chrom,Trzonek:G9,Moc żarówki:40W,Napięcie zasilania:230V,Ilość żarówek:12,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
129;Lampa wisząca SIRIUS 90 CO AZ2118+AZ2120 - Azzardo;DEL-6613-90-CO;1748.0;1;LAMPY LINIOWE LED;10;https://polskielampy.pl/images/!!!!!!!AZZARDO/UZUPELNIENIE/mini/450px_sirius-90-copper.jpg;Lampa zwisająca oświetleniowa - wiszącaSirius90 CooperAZ2118+AZ2120. Seria Sirius należy do produktów z kategorii Decorative. Jest to inspiracja na lampę nietuzinkową i oryginalną. To lampa dla tych, którzy lubią we wnętrzach oryginalne rozwiązania. LampaAzzardo Siriusto doskonały designerski styl oświetlenia który sprawi, że lampa oprócz funkcji mocnego światła do salonu stanowi również bogaty walor dekoracyjny oraz aranżacyjny dla  naszego wnętrza. Lampa wpisuję się w trendy stylu nowojorskiego oraz Hi-Tech, ciekawie sprawdzi się również w aranżacjach loftowych. Doskonała inspiracja na lampę wiszącą do salonu. Lampa została wykonana z solidnych materiałów, występuje w kilku rozmiarach oraz w kolorach chrom oraz miedzianym ( Cooper ) Lampa posiada 12 gniazd na żarówkę G9 oraz ma możliwość regulacji wysokości.;Wysokość:236 cm,Szerokość:90 cm,Materiał:Metal,Kolor:Miedziany,Trzonek:G9,Moc żarówki:40W,Napięcie zasilania:230V,Ilość żarówek:12,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
130;Lampa wisząca ANZIO P0480-04A-F4D7 - Zuma Line;003064-009255;1259.1;1;LAMPY LINIOWE LED;10;https://polskielampy.pl/images//ZumaLine/2019/mini/450px_p0480-04a-f4d7.jpg;Lampa wisząca ANZIO to połączenie modnego designu z dopracowanymi detalami i najlepszą jakością. Przeplatające się ze sobą kryształy i metalowe płytki zachwycają niesamowitym efektem wizualnym. Kryształki idealnie odbijają promienie słoneczne zapewniając znakomitą grę światła. Lampa podkreśla nowoczesny charakter i klimat pomieszczenia. Doskonale sprawdzi się w przestrzeni domowej lub komercyjnej.;Wysokość:182 cm,Szerokość:49 cm,Materiał:Szkło,Kolor:Złoty,Trzonek:E27,Moc żarówki:40W,Napięcie zasilania:230V,Ilość żarówek:4,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
131;Lampa wisząca BLINK P0173-05W-F4B3 -Zuma Line;003064-001215;539.1;1;LAMPY LINIOWE LED;10;https://polskielampy.pl/images/ZumaLine/2017/mini/450px_P0173-05W.jpg;Lampa wisząca BLINK charakteryzuje się subtelnym oraz stylowym oświetleniem. Drobne, lustrzane kryształki tworzą wzór siateczki dodając wyjątkowego efektu ozdobnego wnętrzu. Klosz w formie koła posiada pięć punktów świetlnych, które idealnie nadają się jako centralne oświetlenie w pomieszczeniu. Wnętrze zostało ozdobione kryształkami dodając niesamowitej subtelności. Idealnie wpasuje się w oświetlenie salonu czy kuchni.;Wysokość:143 cm,Szerokość:37 cm,Materiał:Szkło kryształowe,Kolor:Chrom,Trzonek:G9,Moc żarówki:42W,Napięcie zasilania:230V,Ilość żarówek:5,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
132;Lampa zwis DIAMONDIA-1L MD1114-06 Auhilon;MD1114-06;197.1;1;LAMPY SZYNOWE;10;https://polskielampy.pl/images//DECOLIGHT/mini/450px_MD1114-06 ZWIS DIAMOND-1L.jpg;Lampy Deco Light to doskonała propozycja dla wszystkich nowoczesnych wnętrz, urządzonych z smakiem. Lampy Deco Light to zbiór ciekawych modernistycznych modeli lamp. Wśród kolekcji lamp Deco Light znajdują się nowoczesne lampy LED, lampy industrialne oraz techniczne oprawy sufitowe oraz kinkiety. W przypadku lamp wyposażonych LED gwarancja na moduł wynosi aż 3 lata ! Po okresie trzech lat, producent zapewnia serwis pogwarancyjny. Zapraszamy do skorzystania z wspaniałej oferty lamp Deco Light.;Wysokość:150 cm,Szerokość:13 cm,Materiał:Szkło,Kolor:Chrom,Trzonek:Moduł LED,Moc żarówki:6W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
133;Lampa zwis MODENA nowoczesna MD1119-12 Auhilon;MD1119-12;211.5;1;LAMPY SZYNOWE;10;https://polskielampy.pl/images//DECOLIGHT/mini/450px_modena_MD1119-12 (Copy).jpg;Lampy Deco Light to doskonała propozycja dla wszystkich nowoczesnych wnętrz, urządzonych z smakiem. Lampy Deco Light to zbiór ciekawych modernistycznych modeli lamp. Wśród kolekcji lamp Deco Light znajdują się nowoczesne lampy LED, lampy industrialne oraz techniczne oprawy sufitowe oraz kinkiety. W przypadku lamp wyposażonych LED gwarancja na moduł wynosi aż 3 lata ! Po okresie trzech lat, producent zapewnia serwis pogwarancyjny. Zapraszamy do skorzystania z wspaniałej oferty lamp Deco Light.;Wysokość:120 cm,Szerokość:12 cm,Materiał:Szkło kryształowe,Kolor:Chrom,Trzonek:Moduł LED,Moc żarówki:12W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:,Źródło światła w komplecie:,Klasa szczelności:
134;Lampa wisząca AMEDEO 17106/3+1-CHR - Zuma Line;003064-009237;584.1;1;LAMPY SZYNOWE;10;https://polskielampy.pl/images//ZumaLine/2019/mini/450px_17106_3+1-chr.jpg;Plafon AMEDEO to połączenie niestandardowego designu z niezwykłą dbałością o szczegóły. Nietypowe i interesujące wzornictwo doskonale spełni funkcję wyjątkowej ozdoby. Połączenie kryształowych elementów ze stabilną, metalową konstrukcją doskonale sprawdzi się w nowoczesnych aranżacjach. Kryształki idealnie odbijają promienie słoneczne zapewniając znakomitą grę światła. Doskonale sprawdzi się jako oświetlenie salonu.;Wysokość:94 cm,Szerokość:29 cm,Materiał:Szkło,Kolor:Chrom,Trzonek:E14,Moc żarówki:40W,Napięcie zasilania:230V,Ilość żarówek:4,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
135;Lampa wisząca AMEDEO 17106/4+1-CHR - Zuma Line;003064-009235;764.1;1;LAMPY SZYNOWE;10;https://polskielampy.pl/images//ZumaLine/2019/mini/450px_17106_4+1-chr.jpg;Plafon AMEDEO to połączenie niestandardowego designu z niezwykłą dbałością o szczegóły. Nietypowe i interesujące wzornictwo doskonale spełni funkcję wyjątkowej ozdoby. Połączenie kryształowych elementów ze stabilną, metalową konstrukcją doskonale sprawdzi się w nowoczesnych aranżacjach. Kryształki idealnie odbijają promienie słoneczne zapewniając znakomitą grę światła. Doskonale sprawdzi się jako oświetlenie salonu.;Wysokość:100 cm,Szerokość:39 cm,Materiał:Szkło,Kolor:Chrom,Trzonek:E14,Moc żarówki:40W,Napięcie zasilania:230V,Ilość żarówek:5,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
136;Lampa wisząca LINDOS 3419 - Argon - Wyprzedaż;3419/Argon/WYP;189.0;1;LAMPY WISZĄCE DESIGNERSKIE;4;https://polskielampy.pl/images//ARGON/2019/mini/450px_3419.jpg;Wyprzedaż stanu magazynowego ( ilość ograniczona ) produkt nowy ( nie z ekspozycji )Lampa wisząca LINDOS 3419 - Argon;Wysokość:120 cm,Szerokość:30 cm,Materiał:Metal,Kolor:Czarny,Trzonek:E27,Moc żarówki:15W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
137;Lampa wisząca MINIMAL SP1 ORO 009391 -Ideal Lux - Wyprzedaż;009391/IL/WYP;170.0;1;LAMPY WISZĄCE DESIGNERSKIE;2;https://polskielampy.pl/images//lampy/IdealLux/2018/mini/450px_009391_1.jpg;Wyprzedaż stanu magazynowego ! W super cenie posiadamy tylko 1 szt produktu. Zapytaj o cenę !  Wysyłamy w 24 godziny. Produkt nowy i oryginalnie zapakowany. Produkt nie pochodzi z ekspozycji !IDEAL LUX to włoski producent lamp najwyższej jakości. Polecamy lampy IDEAL LUX wszystkim ceniącym sobie najwyższą jakość wykonania i najlepsze materiały. Tradycyjny włoski design w połączeniu z najnowszymi technologiami to główne cechy lamp IDEAL LUX. W ofercie lamp IDEAL LUX możemy znaleźć piękne lampy kryształowe, żyrandole klasyczne i abażurowe, lampy stołowe jak również serie oświetlenia ogrodowego: kinkiety, lampy wiszące, stojące oraz latarnie.;Wysokość:242 cm,Szerokość:12 cm,Materiał:Metal,Kolor:Złoty,Trzonek:E27,Moc żarówki:70W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
138;Lampa wisząca NEWA 3271 - Argon - Wyprzedaż;3271/Argon/WYP;65.0;1;LAMPY WISZĄCE DESIGNERSKIE;2;https://polskielampy.pl/images//lampy/ARGON/2019/mini/450px_3271.jpg;Wyprzedaż stanu magazynowego ! Wysyłamy w 24 godziny. Produkt nowy i oryginalnie zapakowany. Produkt nie pochodzi z ekspozycji ! Ilość ograniczona.  Na stanie 1 sztuka.Lampy Argon to nasza rodzima Polska produkcja. Klosze oraz elementy konstrukcyjne są produkowane w Polsce. Dlatego też lampy Argon to najwyższa jakość wykonania. Firma kładzie również nacisk na nowoczesne wzornictwo i ciekawe formy. LampyArgonzyskały już popularność wśród projektantów i architektów. Polecamy lampy Argon do powierzchni mieszkalnych ale także komercyjnych. Lampy Argon to nieskończone możliwości modyfikacji oferowane przez samego producenta. Każdą lampę można na zlecenie dowolnie modyfikować, np zwiększając liczbę źródeł światła lub zmieniając długość lamp i żyrandoli. Lampy Argon są wykonywane na indywidualne zlecenie, dlatego też czas realizacji zamówień oscyluję w przedziale 7-21 dni. W ofercie kinkiety, lampy wiszące, plafony, lampy podłogowe, lampy stołowe Polskiej produkcji. Polecamy markę Argon wszystkim zwolennikom pięknego światła w rozsądnej cenie.;Wysokość:90 cm,Szerokość:18 cm,Materiał:Szkło,Kolor:Niebieski,Trzonek:E27,Moc żarówki:15W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:
139;Lampa wisząca LOYD LED R12932 - RedLux - Wyprzedaż;R12932/WYP;265.9;1;LAMPY WISZĄCE DESIGNERSKIE;4;https://polskielampy.pl/images//Redlux/2018/mini/450px_R12932_1.jpg;Wyprzedaż stanu magazynowego ! Cena dotyczy 1 szt. produktu, w promocyjnej cenie posiadamy tylko 2 szt. Wysyłamy w 24 godziny. Produkt nowy i oryginalnie zapakowany. Produkt nie pochodzi z ekspozycji !Oświetlenie RedLux to najwyższa jakość wykonania i nowoczesne wzornictwo. Lampy Redlux zyskały uznanie wśród projektantów i architektów. Polecamy lampy Redlux osobom które cenią sobie najwyższą jakość wykonania i modny design.;Wysokość:96 cm,Szerokość:10 cm,Materiał:Metal,Kolor:Czarny,Trzonek:Moduł LED,Moc żarówki:4,5W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:,Źródło światła w komplecie:Tak,Klasa szczelności:IP20
140;Lampa zwis NEPTUN 114W P8387-48W+36W+30W Auhilon;P8387-48W+36W+30W;1439.1;1;LAMPY WISZĄCE KRYSZTAŁOWE;6;https://polskielampy.pl/images//DECOLIGHT/mini/450px_P8387-48W+36W+30Wa.jpg;Lampy Deco Light to doskonała propozycja dla wszystkich nowoczesnych wnętrz, urządzonych z smakiem. Lampy Deco Light to zbiór ciekawych modernistycznych modeli lamp. Wśród kolekcji lamp Deco Light znajdują się nowoczesne lampy LED, lampy industrialne oraz techniczne oprawy sufitowe oraz kinkiety. W przypadku lamp wyposażonych LED gwarancja na moduł wynosi aż 3 lata ! Po okresie trzech lat, producent zapewnia serwis pogwarancyjny. Zapraszamy do skorzystania z wspaniałej oferty lamp Deco Light.;Wysokość:120 cm,Szerokość:80 cm,Materiał:Tworzywo sztuczne,Kolor:Biały,Trzonek:Moduł LED,Moc żarówki:114W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:,Źródło światła w komplecie:Tak,Klasa szczelności:IP20
141;Lampa wisząca  RIO 110 biały LED 3000K TH.104 - Thoro;TH.104;1499.0;1;LAMPY WISZĄCE KRYSZTAŁOWE;10;https://polskielampy.pl/images/thoro-all/mini/450px_104-1.jpg;Lampa wisząca RIO 110 biały LED 3000K TH.104 - Thoro, Oświetlenie w formie ledowych okręgów LED sprawdzi się w każdym nowoczesnym wnętrzu. Lampy są obecnie bardzo popularne i chętnie wykorzystywane w designerskich aranżacjach wnętrz. Prezentujemy oryginalne unikatowe lampy Polskiego producenta światła Thoro. Prezentujemy lampy w stylu okręgi w wielu konfiguracjach pod względem rozmiaru, mocy, źródła światła oraz barwy.;Wysokość:150,Szerokość:110,Materiał:Metal,Kolor:Biały,Trzonek:Moduł LED,Moc żarówki:70W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:,Źródło światła w komplecie:Tak,Klasa szczelności:IP20
142;Lampa wisząca  RIO 110 czarny LED 3000K TH.103 - Thoro;TH.103;1499.0;1;LAMPY WISZĄCE KRYSZTAŁOWE;10;https://polskielampy.pl/images/thoro-all/mini/450px_103-1.jpg;Lampa wisząca RIO 110 czarny LED 3000K TH.103 - Thoro, Oświetlenie w formie ledowych okręgów LED sprawdzi się w każdym nowoczesnym wnętrzu. Lampy są obecnie bardzo popularne i chętnie wykorzystywane w designerskich aranżacjach wnętrz. Prezentujemy oryginalne unikatowe lampy Polskiego producenta światła Thoro. Prezentujemy lampy w stylu okręgi w wielu konfiguracjach pod względem rozmiaru, mocy, źródła światła oraz barwy.;Wysokość:150,Szerokość:110,Materiał:Metal,Kolor:Czarny,Trzonek:Moduł LED,Moc żarówki:70W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:,Źródło światła w komplecie:Tak,Klasa szczelności:IP20
143;Lampa wisząca  RIO 78 biały LED 3000K TH.102 - Thoro;TH.102;1199.0;1;LAMPY WISZĄCE KRYSZTAŁOWE;10;https://polskielampy.pl/images/thoro-all/mini/450px_102-1.jpg;Lampa wisząca RIO 78 biały LED 3000K TH.102 - Thoro, Oświetlenie w formie ledowych okręgów LED sprawdzi się w każdym nowoczesnym wnętrzu. Lampy są obecnie bardzo popularne i chętnie wykorzystywane w designerskich aranżacjach wnętrz. Prezentujemy oryginalne unikatowe lampy Polskiego producenta światła Thoro. Prezentujemy lampy w stylu okręgi w wielu konfiguracjach pod względem rozmiaru, mocy, źródła światła oraz barwy.;Wysokość:150,Szerokość:78,Materiał:Metal,Kolor:Biały,Trzonek:Moduł LED,Moc żarówki:50W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:,Źródło światła w komplecie:Tak,Klasa szczelności:IP20
144;Lampa zwis ALIKANTE II CR MD1372-14CH Auhilon;MD1372-14CH;179.1;1;LAMPY WISZĄCE NOWOCZESNE;10;https://polskielampy.pl/images/DECOLIGHT/2018/mini/450px_MD1372-14CH.jpg;Lampy Deco Light to doskonała propozycja dla wszystkich nowoczesnych wnętrz, urządzonych z smakiem. Lampy Deco Light to zbiór ciekawych modernistycznych modeli lamp. Wśród kolekcji lamp Deco Light znajdują się nowoczesne lampy LED, lampy industrialne oraz techniczne oprawy sufitowe oraz kinkiety. W przypadku lamp wyposażonych LED gwarancja na moduł wynosi aż 3 lata ! Po okresie trzech lat, producent zapewnia serwis pogwarancyjny. Zapraszamy do skorzystania z wspaniałej oferty lamp Deco Light.;Wysokość:120 cm,Szerokość:10 cm,Materiał:Metal,Kolor:Chrom,Trzonek:Moduł LED,Moc żarówki:14W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:,Źródło światła w komplecie:Tak,Klasa szczelności:IP20
145;Lampa zwis ALIKANTE IV RG MD1372-28RG Auhilon;MD1372-28RG;327.8;1;LAMPY WISZĄCE NOWOCZESNE;8;https://polskielampy.pl/images/DECOLIGHT/2018/mini/450px_MD1372-28RG.jpg;Lampy Deco Light to doskonała propozycja dla wszystkich nowoczesnych wnętrz, urządzonych z smakiem. Lampy Deco Light to zbiór ciekawych modernistycznych modeli lamp. Wśród kolekcji lamp Deco Light znajdują się nowoczesne lampy LED, lampy industrialne oraz techniczne oprawy sufitowe oraz kinkiety. W przypadku lamp wyposażonych LED gwarancja na moduł wynosi aż 3 lata ! Po okresie trzech lat, producent zapewnia serwis pogwarancyjny. Zapraszamy do skorzystania z wspaniałej oferty lamp Deco Light.;Wysokość:120 cm,Szerokość:15 cm,Materiał:Metal,Kolor:Miedziany,Trzonek:Moduł LED,Moc żarówki:28W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:,Źródło światła w komplecie:Tak,Klasa szczelności:IP20
146;Lampa wisząca PISTA L99832-1 -Zuma Line;003064-001278;224.1;1;LAMPY WISZĄCE NOWOCZESNE;10;https://polskielampy.pl/images/ZumaLine/2017/mini/450px_L99832-1.jpg;Lampa wisząca PISTA to połączenie minimalistycznego designu z nowoczesnym i niepowtarzalnym charakterem. Ciekawy kształt dodaje niesamowitego efektu wizualnego. Stelaż lampy został wykonany z chromowanego metalu wygięty w łuk wzdłuż którego zainstalowano zintegrowane paski LED. Doskonała propozycji dla wnętrz urządzonych w stylu nowoczesnym.;Wysokość:120 cm,Szerokość:120 cm,Materiał:Metal,Kolor:Chrom,Trzonek:Moduł LED,Moc żarówki:15W,Napięcie zasilania:230V,Ilość żarówek:1,Kompatybilna z LED:,Źródło światła w komplecie:Tak,Klasa szczelności:IP20
147;Lampa wisząca RIANO P0454-08C-SDGF - Zuma Line;003064-003547;899.1;1;LAMPY WISZĄCE NOWOCZESNE;10;https://polskielampy.pl/images/ZumaLine/2018/mini/450px_P0454-08C-SDGF.jpg;Lampa wisząca RIANO to połączenie niestandardowego designu z niezwykłą dbałością o szczegóły. Oryginalny kształt dodaje niezwykłej elegancji.Nietypowe i interesujące wzornictwo doskonale spełni funkcję wyjątkowej ozdoby. Ten rodzaj wyjątkowo i klimatycznie rozproszy światło w każdym wnętrzu.Lampa podkreśla nowoczesny charakter pomieszczenia.Idealnie sprawdzi się w aranżacjach modernistycznych lub minimalistycznych.;Wysokość:112 cm,Szerokość:69 cm,Materiał:Szkło,Kolor:Złoty,Trzonek:G9,Moc żarówki:42W,Napięcie zasilania:230V,Ilość żarówek:8,Kompatybilna z LED:Tak,Źródło światła w komplecie:Nie,Klasa szczelności:IP20
