name,catalognumber,price,inInventory,picture,description,category,Wysokość,Szerokość,Specyfikacja
Oprawa sufitowa Ardeche 3  ARD5350 - Dar Lighting,ARD5350,1056.00,10,https://polskielampy.pl/images/images/DAR/1200/mini/450px_ARD5350.jpg,"Oprawa sufitowa Ardeche 3 ARD5350to połączenie innowacyjnego pomysłu z nowoczesną formą i najlepszą jakością. Renomowany, brytyjski producentDar Lightingoferuje indywidualne podejście, modernistyczne wzornictwo z precyzyjnym wykończeniem. Dekoracyjny, szklany klosz z metalową konstrukcją w kolorze chromu z łatwością dopasuje się do każdej aranżacji zachwycając wyjątkowym efektem wizualnym. Wyrafinowana propozycja emituje ciepłe światło gwarantując charakterystyczny klimat i nastrojową atmosferę w pomieszczeniu. Oprawa sufitowaArdecheperfekcyjnie rozświetli kuchnię, jadalnię, pokój dzienny czy pomieszczenia komercyjne.",PLAFONY DESIGNERSKIE,31 cm,39 cm,Materiał:Metal   Kolor:Przezroczysty   Trzonek:E14   Moc żarówkiL40W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Oprawa sufitowa Babylon 5  BAB5450 - Dar Lighting,BAB5450,828.00,10,https://polskielampy.pl/images/images/DAR/1200/mini/450px_BAB5450.jpg,"Oprawa sufitowa Babylon 5 BAB5450to połączenie wyszukanego designu z precyzyjnym wykończeniem. Niezwykle popularny i ceniony producentDar Lightingoferuje atrakcyjną stylistykę, najlepszą jakość z nowoczesną estetyką. Interesująca, srebrna konstrukcja w oryginalnym kształcie z dekoracyjnymi kloszami nada niesamowitego efektu wizualnego podkreślając szlachetność i elegancję propozycji. Niebanalnaozdoba zachwyci ciepłym światłem gwarantując przyjemną i nastrojową atmosferę w pomieszczeniu. Oprawa sufitowaBabylondoskonale dopełni aranżację pokoju dziennego, sypialni czy pomieszczeń komercyjnych jako dodatkowe źródło światła.",PLAFONY DESIGNERSKIE,13 cm,48 cm,Materiał:Metal   Kolor:Srebrny   Trzonek:G9   Moc żarówkiL40W   Napięcie zasilaniaL230V   Ilość żarówekL5 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Oprawa sufitowa Babylon 5  BAB5475 - Dar Lighting,BAB5475,828.00,10,https://polskielampy.pl/images/images/DAR/1200/mini/450px_BAB5475.jpg,"BabylonOprawa sufitowa Babylon 5 BAB5450to połączenie wyszukanego designu z precyzyjnym wykończeniem. Niezwykle popularny i ceniony producentDar Lightingoferuje atrakcyjną stylistykę, najlepszą jakość z nowoczesną estetyką. Interesująca, mosiężna konstrukcja w oryginalnym kształcie z dekoracyjnymi kloszami nada niesamowitego efektu wizualnego podkreślając szlachetność i elegancję propozycji. Niebanalnaozdoba zachwyci ciepłym światłem gwarantując przyjemną i nastrojową atmosferę w pomieszczeniu. Oprawa sufitowaBabylondoskonale dopełni aranżację pokoju dziennego, sypialni czy pomieszczeń komercyjnych jako dodatkowe źródło światła.",PLAFONY DESIGNERSKIE,13 cm,48 cm,Materiał:Metal   Kolor:Mosiądz   Trzonek:G9   Moc żarówkiL40W   Napięcie zasilaniaL230V   Ilość żarówekL5 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Oprawa sufitowa CARRARA 2  LP-1864/2W - Light Prestige,LP-1864/2W,150.78,10,https://polskielampy.pl/images/Lightprestige/LP-18642W/mini/450px_LP-18642W_1.jpg,Spot CARRARA 2 LP-1864/2W - Light Prestige,PLAFONY DESIGNERSKIE,10 cm,28 cm,Materiał:Metal   Kolor:Chrom   Trzonek:Moduł LED   Moc żarówkiL5W   Napięcie zasilaniaL230V   Ilość żarówekL2 Kompatybilna z LEDLNie   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Oprawa sufitowa Circa 4  CIR0450 - Dar Lighting,CIR0450,903.00,10,https://polskielampy.pl/images/images/DAR/1200/mini/450px_CIR0450.jpg,"Oprawa sufitowa Circa 4 CIR0450to połączenie innowacyjnego pomysłu z nowoczesną formą i najlepszą jakością.Renomowany, brytyjski producentDar Lightingoferuje indywidualne podejście, modernistyczne wzornictwo z precyzyjnym wykończeniem.Zaokrąglone klosze z solidną, metalową konstrukcją w subtelnej kolorystyce nadadzą niesamowitego efektu wizualnego podkreślając elegancję i szlachetność oprawy. Klimatycznie rozproszone światło wydobywające się przez dekoracyjną oprawę zapewni niebywale przyjemną atmosferę i charakterystyczny nastrój w pomieszczeniu. Oprawa sufitowaCircadoskonale sprawdzi się w przestrzeni domowej, biurowej czy komercyjnej.",PLAFONY DESIGNERSKIE,15 cm,55 cm,Materiał:Metal   Kolor:Chrom   Trzonek:G9   Moc żarówkiL40W   Napięcie zasilaniaL230V   Ilość żarówekL4 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Oprawa sufitowa Circa 4  CIR0475 - Dar Lighting,CIR0475,903.00,10,https://polskielampy.pl/images/images/DAR/1200/mini/450px_CIR0475.jpg,"Oprawa sufitowa Circa 4 CIR0475to połączenie innowacyjnego pomysłu z nowoczesną formą i najlepszą jakością. Renomowany, brytyjski producentDar Lightingoferuje indywidualne podejście, modernistyczne wzornictwo z precyzyjnym wykończeniem. Zaokrąglone klosze z solidną, metalową konstrukcją w subtelnej kolorystyce nadadzą niesamowitego efektu wizualnego podkreślając elegancję i szlachetność oprawy. Klimatycznie rozproszone światło wydobywające się przez dekoracyjną oprawę zapewni niebywale przyjemną atmosferę i charakterystyczny nastrój w pomieszczeniu. Oprawa sufitowaCircadoskonale sprawdzi się w przestrzeni domowej, biurowej czy komercyjnej.",PLAFONY DESIGNERSKIE,15 cm,55 cm,Materiał:Metal   Kolor:Mosiądz   Trzonek:G9   Moc żarówkiL40W   Napięcie zasilaniaL230V   Ilość żarówekL4 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Oprawa sufitowa Circa 6  CIR6450 - Dar Lighting,CIR6450,1600.00,10,https://polskielampy.pl/images/images/DAR/1200/mini/450px_CIR6450.jpg,"Oprawa sufitowa Circa 6 CIR6450to połączenie innowacyjnego pomysłu z nowoczesną formą i najlepszą jakością. Renomowany, brytyjski producentDar Lightingoferuje indywidualne podejście, modernistyczne wzornictwo z precyzyjnym wykończeniem. Zaokrąglone klosze z solidną, metalową konstrukcją w subtelnej kolorystyce nadadzą niesamowitego efektu wizualnego podkreślając elegancję i szlachetność oprawy. Klimatycznie rozproszone światło wydobywające się przez dekoracyjną oprawę zapewni niebywale przyjemną atmosferę i charakterystyczny nastrój w pomieszczeniu. Oprawa sufitowaCircadoskonale sprawdzi się w przestrzeni domowej, biurowej czy komercyjnej.",PLAFONY DESIGNERSKIE,21 cm,100 cm,Materiał:Metal   Kolor:Mosiądz   Trzonek:G9   Moc żarówkiL40W   Napięcie zasilaniaL230V   Ilość żarówekL6 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Oprawa sufitowa Cloud  CLO1350 - Dar Lighting,CLO1350,2072.00,10,https://polskielampy.pl/images/images/DAR/1200/mini/450px_CLO1350.jpg,"Oprawa sufitowa Cloud CLO1350to połączenie innowacyjnego pomysłu z nowoczesną formą i najlepszą jakością. Renomowany, brytyjski producentDar Lightingoferuje indywidualne podejście, modernistyczne wzornictwo z precyzyjnym wykończeniem. Dekoracyjny klosz z metalową konstrukcją w kolorze chromu z łatwością dopasuje się do każdej aranżacji zachwycając wyjątkowym efektem wizualnym. Wyrafinowana propozycja emituje ciepłe światło gwarantując charakterystyczny klimat i nastrojową atmosferę w pomieszczeniu. Oprawa sufitowaCloudperfekcyjnie rozświetli kuchnię, jadalnię, pokój dzienny czy pomieszczenia komercyjne.",PLAFONY DESIGNERSKIE,32 cm,50 cm,Materiał:Metal   Kolor:Chrom   Trzonek:E14   Moc żarówkiL60W   Napięcie zasilaniaL230V   Ilość żarówekL5 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Oprawa sufitowa designerska Seattle 3 SEA5346 - Dar Lighting,SEA5346,664.00,10,https://polskielampy.pl/images/images/DAR/1200/mini/450px_SEA5346.jpg,"Oprawa sufitowa designerska Seattle 3 SEA5346to połączenie pomysłowości z prostotą i dokładnością wykonania. Niezwykle popularny i ceniony producentDar Lightingoferuje atrakcyjną stylistykę, najlepszą jakość z nowoczesną estetyką. Stylowe klosze z solidnego szkła i  metalowa konstrukcja w kolorze chromu zachwycą uniwersalnością, funkcjonalnością i komfortem użytkowania. Lekko rozproszone światło wydobywające się przez oryginalną propozycję podkreśli niebywale przyjemną i uniwersalny klimat we wnętrzu. Oprawa sufitowaSeattledoskonale dopełni aranżację pomieszczeń domowych, biurowych czy komercyjnych.",PLAFONY DESIGNERSKIE,13 cm,42 cm,Materiał:Szkło   Kolor:Chrom   Trzonek:G9   Moc żarówkiL40W   Napięcie zasilaniaL230V   Ilość żarówekL3 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Oprawa sufitowa designerska Seattle 6  SEA0675 - Dar Lighting,SEA0675,1133.00,10,https://polskielampy.pl/images/images/DAR/1200/mini/450px_SEA0675.jpg,"Oprawa sufitowa designerska Seattle 6 SEA0675to połączenie pomysłowości z prostotą i dokładnością wykonania. Niezwykle popularny i ceniony producentDar Lightingoferuje atrakcyjną stylistykę, najlepszą jakość z nowoczesną estetyką. Stylowe klosze z solidnego szkła i miedziana, metalowa konstrukcja zachwycą uniwersalnością, funkcjonalnością i komfortem użytkowania. Lekko rozproszone światło wydobywające się przez oryginalną propozycję podkreśli niebywale przyjemną i uniwersalny klimat we wnętrzu. Oprawa sufitowaSeattledoskonale dopełni aranżację pomieszczeń domowych, biurowych czy komercyjnych.",PLAFONY DESIGNERSKIE,21 cm,50 cm,Materiał:Metal   Kolor:Miedziany   Trzonek:G9   Moc żarówkiL40W   Napięcie zasilaniaL230V   Ilość żarówekL6 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Oprawa sufitowa designerska Seattle 6 SEA0646 - Dar Lighting,SEA0646,1133.00,8,https://polskielampy.pl/images/images/DAR/1200/mini/450px_SEA0646.jpg,"Oprawa sufitowa designerska Seattle 6 SEA0646to połączenie pomysłowości z prostotą i dokładnością wykonania. Niezwykle popularny i ceniony producentDar Lightingoferuje atrakcyjną stylistykę, najlepszą jakość z nowoczesną estetyką. Stylowe klosze z solidnego szkła i metalowa konstrukcja zachwycą uniwersalnością, funkcjonalnością i komfortem użytkowania. Lekko rozproszone światło wydobywające się przez oryginalną propozycję podkreśli niebywale przyjemną i uniwersalny klimat we wnętrzu. Oprawa sufitowaSeattledoskonale dopełni aranżację pomieszczeń domowych, biurowych czy komercyjnych.",PLAFONY DESIGNERSKIE,21 cm,50 cm,Materiał:Metal   Kolor:Srebrny   Trzonek:G9   Moc żarówkiL40W   Napięcie zasilaniaL230V   Ilość żarówekL6 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Oprawa sufitowa designerska Seattle 6 SEA0650 - Dar Lighting,SEA0650,1133.00,10,https://polskielampy.pl/images/images/DAR/1200/mini/450px_SEA0650.jpg,"Oprawa sufitowa designerska Seattle 6 SEA0650to połączenie pomysłowości z prostotą i dokładnością wykonania. Niezwykle popularny i ceniony producentDar Lightingoferuje atrakcyjną stylistykę, najlepszą jakość z nowoczesną estetyką. Stylowe klosze z solidnego szkła i metalowa konstrukcja zachwycą uniwersalnością, funkcjonalnością i komfortem użytkowania. Lekko rozproszone światło wydobywające się przez oryginalną propozycję podkreśli niebywale przyjemną i uniwersalny klimat we wnętrzu. Oprawa sufitowaSeattledoskonale dopełni aranżację pomieszczeń domowych, biurowych czy komercyjnych.",PLAFONY DESIGNERSKIE,21 cm,50 cm,Materiał:Metal   Kolor:Srebrny   Trzonek:G9   Moc żarówkiL40W   Napięcie zasilaniaL230V   Ilość żarówekL6 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Oprawa sufitowa designerska Seattle 8  SEA0850 - Dar Lighting,SEA0850,1321.00,10,https://polskielampy.pl/images/images/DAR/1200/mini/450px_SEA0850.jpg,"Oprawa sufitowa designerska Seattle 8 SEA0850to połączenie pomysłowości z prostotą i dokładnością wykonania. Niezwykle popularny i ceniony producentDar Lightingoferuje atrakcyjną stylistykę, najlepszą jakość z nowoczesną estetyką. Stylowe klosze z solidnego szkła i srebrna, metalowa konstrukcja zachwycą uniwersalnością, funkcjonalnością i komfortem użytkowania. Lekko rozproszone światło wydobywające się przez oryginalną propozycję podkreśli niebywale przyjemną i uniwersalny klimat we wnętrzu. Oprawa sufitowaSeattledoskonale dopełni aranżację pomieszczeń domowych, biurowych czy komercyjnych.",PLAFONY DESIGNERSKIE,22 cm,60 cm,Materiał:Metal   Kolor:Srebrny   Trzonek:G9   Moc żarówkiL40W   Napięcie zasilaniaL230V   Ilość żarówekL8 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Oprawa sufitowa designerska Seattle 8 SEA0846 - Dar Lighting,SEA0846,1305.00,8,https://polskielampy.pl/images/images/DAR/1200/mini/450px_SEA0846.jpg,"Oprawa sufitowa designerska Seattle 8 SEA0846to połączenie pomysłowości z prostotą i dokładnością wykonania. Niezwykle popularny i ceniony producentDar Lightingoferuje atrakcyjną stylistykę, najlepszą jakość z nowoczesną estetyką. Stylowe klosze z solidnego szkła i srebrna, metalowa konstrukcja zachwycą uniwersalnością, funkcjonalnością i komfortem użytkowania. Lekko rozproszone światło wydobywające się przez oryginalną propozycję podkreśli niebywale przyjemną i uniwersalny klimat we wnętrzu. Oprawa sufitowaSeattledoskonale dopełni aranżację pomieszczeń domowych, biurowych czy komercyjnych.",PLAFONY DESIGNERSKIE,22 cm,60 cm,Materiał:Metal   Kolor:Srebrny   Trzonek:G9   Moc żarówkiL40W   Napięcie zasilaniaL230V   Ilość żarówekL8 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Oprawa sufitowa ECLIPSE LP-G4920/40 red - Light Prestige,LP-G4920/40 red,47.27,10,https://polskielampy.pl/images/!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!RED/!!!!!!!!!!!!LIGHTPRESTIGE/mini/450px_LP-G4920-40 red.jpg,"Lampy Light Prestige to ciekawy opraw lamp nowoczesnych do domu, mieszkania i ogrodu. Lampy zostały wykonane z dobrej jakości materiałów i zyskały popularność wśród polskich klientów. W ofercie Light Prestige znajdują się lampy nowoczesne, klasyczne i industrialne. Zapraszamy do zapoznania się z ofertą na oświetlenie.",PLAFONY DESIGNERSKIE,"13,2 cm","9,2 cm",Materiał:Szkło   Kolor:Przezroczysty   Trzonek:GU10   Moc żarówkiL50W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Oprawa sufitowa ECLIPSE LP-G4920/40 transp - Light Prestige,LP-G4920/40 transp,47.27,10,https://polskielampy.pl/images/!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!RED/!!!!!!!!!!!!LIGHTPRESTIGE/mini/450px_LP-G4920-40 transp.jpg,"Lampy Light Prestige to ciekawy opraw lamp nowoczesnych do domu, mieszkania i ogrodu. Lampy zostały wykonane z dobrej jakości materiałów i zyskały popularność wśród polskich klientów. W ofercie Light Prestige znajdują się lampy nowoczesne, klasyczne i industrialne. Zapraszamy do zapoznania się z ofertą na oświetlenie.",PLAFONY DESIGNERSKIE,"13,2 cm","9,2 cm",Materiał:Szkło   Kolor:Przezroczysty   Trzonek:GU10   Moc żarówkiL50W   Napięcie zasilaniaL230V   Ilość żarówekL1 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Oprawa sufitowa Elma 6 ELM6450 - Dar Lighting,ELM6450,1212.00,6,https://polskielampy.pl/images/images/DAR/1200/mini/450px_ELM6450.jpg,"Oprawa sufitowa Elma 6 ELM6450to połączenie estetyki z komfortem użytkowania i funkcjonalnością. Niezwykle popularny i ceniony producentDar Lightingoferuje atrakcyjną stylistykę, najlepszą jakość z precyzyjnym wykończeniem. Dekoracyjne klosze z solidną, metalową konstrukcją w subtelnej kolorystyce nadadzą niesamowitego efektu wizualnego podkreślając elegancję i szlachetność oprawy. Klimatycznie rozproszone światło wydobywające się przez oryginalną propozycję zapewni niebywale przyjemną atmosferę i charakterystyczny nastrój w pomieszczeniu. Oprawa sufitowaElmadoskonale dopełni aranżację kuchni, jadalni, sypialni czy pokoju dziennego.",PLAFONY DESIGNERSKIE,13 cm,74 cm,Materiał:Szkło   Kolor:Chrom   Trzonek:G9   Moc żarówkiL40W   Napięcie zasilaniaL230V   Ilość żarówekL6 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Oprawa sufitowa EVANGELINE 5 EVA5450 - Dar Lighting,EVA5450,1368.00,10,https://polskielampy.pl/images/images/DAR/1200/mini/450px_EVA5450.jpg,"Oprawa sufitowa EVANGELINE 5 EVA5450to połączenie atrakcyjnej stylistyki z niezwykłą dbałością o szczegóły. Renomowany, brytyjski producentDar Lightingoferuje indywidualne podejście, modernistyczne wzornictwo z precyzyjnym wykończeniem. Designerska forma nie jest tylko źródłem światła, ale także przyciągającą uwagę dekoracją wnętrza. Lustrzane kryształki perfekcyjnie odbijają promienie słoneczne zapewniając przyjemną atmosferę i charakterystyczny nastrój w pomieszczeniu. Klimatyczne rozszczepienie i gra światła gwarantuje interesujący efekt wizualny i pięknie rozświetlone otoczenie. Oprawa sufitowaEvangelinedoskonale sprawdzi się w pokoju dziennym, jadalni, sypialni czy pomieszczeniach komercyjnych.",PLAFONY DESIGNERSKIE,"33,5 cm",40 cm,Materiał:Szkło kryształowe   Kolor:Chrom   Trzonek:G9   Moc żarówkiL25W   Napięcie zasilaniaL230V   Ilość żarówekL5 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Oprawa sufitowa Ferrara  S  LP-17060/3C - Light Prestige,LP-17060/3C,356.97,10,https://polskielampy.pl/images/Lightprestige/LP-170603C/mini/450px_LP-170603C_1.jpg,"LampaFerrarautrzymana jest w nowoczesnym stylu, o bardzo charakterystycznym kształcie, odnajdzie się zarówno w jasnych, przestronnych salonach, salach bankietowych oraz jadalniach.",PLAFONY DESIGNERSKIE,23 cm,48 cm,Materiał:Tworzywo sztuczne   Kolor:Chrom   Trzonek:E14   Moc żarówkiL60W   Napięcie zasilaniaL230V   Ilość żarówekL3 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Oprawa sufitowa Icicle 8 ICI4850 - Dar Lighting,ICI4850,2267.00,10,https://polskielampy.pl/images/images/DAR/1200/mini/450px_ICI4850.jpg,"Oprawa sufitowa Icicle 8 ICI4850to połączenie funkcjonalnego wykonania z nowoczesnym designem. Renomowany, brytyjski producentDar Lightingoferuje indywidualne podejście, modernistyczne wzornictwo z precyzyjnym wykończeniem. Wyrafinowana forma w subtelnej kolorystyce nada rewelacyjnego efektu wizualnego zachwycając delikatnością i oryginalnością. Istotną zaletą jest perfekcyjne rozszczepienie światło tworząc wyjątkowy klimat i przyjemną atmosferę w pomieszczeniu. Interesująca propozycja gwarantuje nietuzinkową praktyczność i komfort użytkowania. Oprawa sufitowaIcicledoskonale dopełni aranżację sypialni, kuchni czy pokoju dziennego jako charakterystyczna dekoracja.",PLAFONY DESIGNERSKIE,27 cm,45 cm,Materiał:Szkło   Kolor:Chrom   Trzonek:G9   Moc żarówkiL40W   Napięcie zasilaniaL230V   Ilość żarówekL8 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Oprawa sufitowa Imogen IMO0450 - Dar Lighting,IMO0450,1086.00,10,https://polskielampy.pl/images/images/DAR/1200/mini/450px_IMO0450.jpg,"Oprawa sufitowa Imogen IMO0450to połączenie unikalnego designu z klasyką, elegancją i wysoką jakością materiałów. Renomowany, brytyjski producentDar Lightingoferuje indywidualne podejście, modernistyczne wzornictwo z precyzyjnym wykończeniem. Solidna konstrukcja z dekoracyjnymi, szklanymi kloszami nada niesamowitego efektu wizualnego podkreślając subtelność i wdzięk oprawy. Istotną zaletą jest perfekcyjne rozszczepienie światła gwarantując przyjemną atmosferę i charakterystyczny klimat w pomieszczeniu. Oprawa sufitowaImogendoskonale sprawdzi się w przestrzeni domowej czy komercyjnej jako dodatkowe lub główne źródło światła.",PLAFONY DESIGNERSKIE,"6,5 cm",31 cm,Materiał:Szkło kryształowe   Kolor:Przezroczysty   Trzonek:Moduł LED   Moc żarówkiL5W   Napięcie zasilaniaL230V   Ilość żarówekL4 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
Oprawa sufitowa industrialna Zeke 5  ZEK5450 - Dar Lighting,ZEK5450,778.00,10,https://polskielampy.pl/images/images/DAR/1200/mini/450px_ZEK5450.jpg,"Oprawa sufitowa industrialna Zeke 5 ZEK5450to połączenie estetyki z komfortem użytkowania i funkcjonalnością. Niezwykle popularny i ceniony producentDar Lightingoferuje atrakcyjną stylistykę, najlepszą jakość z precyzyjnym wykończeniem. Zaokrąglone, subtelne klosze z solidną, metalową konstrukcją w stonowanej kolorystyce nadadzą niesamowitego efektu wizualnego podkreślając elegancję i szlachetność lampy. Klimatycznie rozproszone światło wydobywające się przez oryginalną propozycję zapewni niebywale przyjemną atmosferę i charakterystyczny nastrój w pomieszczeniu. Oprawa sufitowaZekedoskonale dopełni aranżację kuchni, jadalni, sypialni, biura czy pokoju dziennego.",PLAFONY DESIGNERSKIE,14 cm,38 cm,Materiał:Metal   Kolor:Chrom   Trzonek:G9   Moc żarówkiL25W   Napięcie zasilaniaL230V   Ilość żarówekL5 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Oprawa sufitowa Isla 2  ISL0950 - Dar Lighting,ISL0950,860.00,10,https://polskielampy.pl/images/images/DAR/1200/mini/450px_ISL0950.jpg,"Oprawa sufitowa Isla 2 ISL0950to połączenie funkcjonalnego wykonania z nowoczesnym designem. Renomowany, brytyjski producentDar Lightingoferuje indywidualne podejście, modernistyczne wzornictwo z precyzyjnym wykończeniem. Wyrafinowana forma w subtelnej kolorystyce nada rewelacyjnego efektu wizualnego zachwycając delikatnością i oryginalnością. Istotną zaletą jest perfekcyjne rozszczepienie światło tworząc wyjątkowy klimat i przyjemną atmosferę w pomieszczeniu. Interesująca propozycja gwarantuje nietuzinkową praktyczność i komfort użytkowania. Oprawa sufitowaIsladoskonale dopełni aranżację sypialni, kuchni czy pokoju dziennego jako charakterystyczna dekoracja.",PLAFONY DESIGNERSKIE,32 cm,30 cm,Materiał:Szkło   Kolor:Chrom   Trzonek:E14   Moc żarówkiL40W   Napięcie zasilaniaL230V   Ilość żarówekL2 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Oprawa sufitowa Ivy 3 IVY0350 - Dar Lighting,IVY0350,778.00,10,https://polskielampy.pl/images/images/DAR/1200/mini/450px_IVY0350.jpg,"Oprawa sufitowa Ivy 3 IVY0350to połączenie estetyki z komfortem użytkowania i funkcjonalnością. Niezwykle popularny i ceniony producentDar Lightingoferuje atrakcyjną stylistykę, najlepszą jakość z precyzyjnym wykończeniem. Dekoracyjne klosze z solidną, metalową konstrukcją w subtelnej kolorystyce nadadzą niesamowitego efektu wizualnego podkreślając elegancję i szlachetność oprawy. Klimatycznie rozproszone światło wydobywające się przez oryginalną propozycję zapewni niebywale przyjemną atmosferę i charakterystyczny nastrój w pomieszczeniu. Oprawa sufitowaIvydoskonale dopełni aranżację kuchni, jadalni, sypialni czy pokoju dziennego.",PLAFONY DESIGNERSKIE,24 cm,36 cm,Materiał:Szkło kryształowe   Kolor:Chrom   Trzonek:G9   Moc żarówkiL40W   Napięcie zasilaniaL230V   Ilość żarówekL3 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Oprawa sufitowa Jensine 5 JEN5450 - Dar Lighting,JEN5450,1272.00,10,https://polskielampy.pl/images/images/DAR/1200/mini/450px_JEN5450.jpg,"Oprawa sufitowa Jensine 5 JEN5450to połączenie estetyki z komfortem użytkowania i funkcjonalnością. Niezwykle popularny i ceniony producentDar Lightingoferuje atrakcyjną stylistykę, najlepszą jakość z precyzyjnym wykończeniem. Dekoracyjne klosze z solidną, metalową konstrukcją w subtelnej kolorystyce nadadzą niesamowitego efektu wizualnego podkreślając elegancję i szlachetność oprawy. Klimatycznie rozproszone światło wydobywające się przez oryginalną propozycję zapewni niebywale przyjemną atmosferę i charakterystyczny nastrój w pomieszczeniu. Oprawa sufitowaJensinedoskonale sprawdzi się w przestrzeni domowej, biurowej czy komercyjnej.",PLAFONY DESIGNERSKIE,20 cm,46 cm,Materiał:Metal   Kolor:Chrom   Trzonek:G9   Moc żarówkiL40W   Napięcie zasilaniaL230V   Ilość żarówekL5 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Oprawa sufitowa Jester 5 JES5450 - Dar Lighting,JES5450,2338.00,10,https://polskielampy.pl/images/images/DAR/1200/mini/450px_JES5450.jpg,"Oprawa sufitowa Jester 5 JES5450to połączenie funkcjonalnego wykonania z nowoczesnym designem. Renomowany, brytyjski producentDar Lightingoferuje indywidualne podejście, modernistyczne wzornictwo z precyzyjnym wykończeniem. Wyrafinowana forma w subtelnej kolorystyce nada rewelacyjnego efektu wizualnego zachwycając delikatnością i oryginalnością. Istotną zaletą jest perfekcyjne rozszczepienie światło tworząc wyjątkowy klimat i przyjemną atmosferę w pomieszczeniu. Interesująca propozycja gwarantuje nietuzinkową praktyczność i komfort użytkowania. Oprawa sufitowaJesterdoskonale dopełni aranżację sypialni, kuchni czy pokoju dziennego jako charakterystyczna dekoracja.",PLAFONY DESIGNERSKIE,26 cm,44 cm,Materiał:Szkło kryształowe   Kolor:Chrom   Trzonek:G9   Moc żarówkiL40W   Napięcie zasilaniaL230V   Ilość żarówekL5 Kompatybilna z LEDLTak   Źródło światła w komplecieLNie   Klasa szczelnościLIP20
Oprawa sufitowa Killian 3 KIL5350 - Dar Lighting,KIL5350,1094.00,10,https://polskielampy.pl/images/images/DAR/1200/mini/450px_KIL5350.jpg,"Oprawa sufitowa Killian 3 KIL5350to połączenie minimalizmu z nowoczesnością i niestandardową stylistyką. Renomowany, brytyjski producentDar Lightingoferuje indywidualne podejście, modernistyczne wzornictwo z precyzyjnym wykończeniem. Wyrafinowana forma w subtelnej kolorystyce nada rewelacyjnego efektu wizualnego zachwycając delikatnością i oryginalnością. Zintegrowane źródło światła typu LED gwarantuje niebywale atrakcyjne oświetlenie i energooszczędność. Interesująca propozycja podkreśli klimatyczny nastrój i przyjemną atmosferę w pomieszczeniu. Oprawa sufitowaKilliandoskonale dopełni aranżację sypialni, kuchni czy pokoju dziennego jako wyjątkowa dekoracja.",PLAFONY DESIGNERSKIE,21 cm,52 cm,Materiał:Metal   Kolor:Chrom   Trzonek:Moduł LED   Moc żarówkiL5W   Napięcie zasilaniaL230V   Ilość żarówekL3 Kompatybilna z LEDL   Źródło światła w komplecieLTak   Klasa szczelnościLIP20
